PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activation,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent activation of the primary screen at a compound concentration of 11.6 micromolar.,Standard deviation of the confirmation assay derived from the normalized percent inhibition of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,11.6,
759,57260681,16309500,C1CCN(C1)C(=O)CN2C(C(=O)NC3=CC=CC=C32)CC(=O)NC4=CC=C(C=C4)Br,Active,3,,,36.61,8.4802
760,22416937,896826,CC1=NN=C(S1)NC(=O)/C=C/C2=CC=CO2,Active,3,,,36.57,4.66972
761,859184,660490,CN1CCC2=C(C1)SC3=C2C(=O)NC(N3)C4=CC=CS4,Active,3,,,36.55,4.85323
762,24813270,9642387,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N/N=C/C3=CC=NC=C3,Active,3,,,36.53,2.6765
763,49723433,2977396,CC1=CC=CC=C1OC(C)C(=O)NC2=CC3=C(C=C2)OCO3,Active,3,,,36.48,6.13863
764,4246729,3241032,C1CCC(C1)C(=O)NC2=C(OC3=CC=CC=C32)C(=O)NC4=CC=C(C=C4)F,Active,3,,,36.45,16.835
765,17387316,900390,CC1=CC=C(C=C1)NCC2=CC=CC=C2OCC3=CC=CC=C3F,Active,3,,,36.43,3.82474
766,856757,658115,C1=CC(=CC=C1CSC2=C(C(=NS2)SCC(=O)N)C#N)Cl,Active,3,,,36.38,6.25698
767,851398,135418000,CC1=NN(C2=C1C=C(C(=O)N2)CNCC3=CC4=C(C=C3)OCO4)C5=CC=C(C=C5)Cl,Active,3,,,36.29,5.57003
768,4265856,715178,CN1C2=CC=CC=C2N=C1CNC3=CC=C(C=C3)Cl,Active,3,,,36.03,5.77254
769,16953781,5867031,CC(=C)CNC(=S)N/N=C(\C)/C1=CC=C(C=C1)N2C=CN=C2,Active,3,,,35.97,4.69474
770,4262329,2980574,C1=CN2C(=C(C=N2)C(=O)NC3=NC=C(C=C3)Cl)N=C1,Active,3,,,35.94,5.94383
771,24833993,135413040,C1C(=NNC(=NC2=CC=CC=C2Cl)S1)C3=CC=CS3,Active,3,,,35.91,9.68141
772,24828706,2378817,CCOC1=C(C=CC=N1)C(=O)NC2=NN=C(S2)C3CC3,Active,3,,,35.82,5.62117
773,24831167,866983,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=NC=CS2,Active,3,,,35.78,7.13839
774,17508714,2059585,CCC1=NN=C(S1)NC(=O)C2=C(C3=C(S2)N=C4CCCCCC4=C3)N,Active,3,,,35.74,1.39688
775,85200262,3963450,CC1=CC(=C(C=C1)OC)NC(=O)C(C2=CC=CC=C2)OC(=O)C3=NNC(=O)CC3,Active,3,,,35.63,10.7809
776,14743467,930290,C1=CSC(=C1)C2=CSC(=N2)NC(=O)C3=CC=C(C=C3)Cl,Active,3,,,35.62,2.78507
777,49717060,1526372,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC4=C(C=C3)OCO4,Active,3,,,35.58,8.23181
778,17514789,5048787,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)CNC(=S)NC4=CC=CC=C4,Active,3,,,35.5,0.924558
779,49642194,1072992,COC1=CC=CC=C1C(=O)NC2=CC(=CC=C2)NC(=O)C3=CC=CS3,Active,3,,,35.48,10.9672
780,46500413,135419184,CS(=O)(=O)O.C1=CC=C(C=C1)N=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N,Active,3,,,35.42,0.854689
781,24823085,16195388,C1=CC=C2C(=C1)C(=NC3=C(N=NN23)C4=CC=C(C=C4)F)NN,Active,3,,,35.4,4.44769
782,17411477,3830300,CN(C)S(=O)(=O)OC1=C(SC=C1)C(=O)NC2=CC(=C(C=C2)Cl)Cl,Active,3,,,35.39,4.61526
783,850491,2952346,C1=CC=C2C(=C1)C(=NC(=N2)NC3=CC(=CC=C3)F)N.Cl,Active,3,,,35.34,3.85799
784,26725633,930056,C=CCN1C=C(C2=CC=CC=C21)/C=C/3\C(=O)NC(=O)N3,Active,3,,,35.31,7.87824
785,859805,661107,COC1=CC=CC=C1NC2=NC3=CC=CC=C3N2,Active,3,,,35.26,1.67119
786,22409807,9629785,C1OC2=C(O1)C=C(C=C2)/C=N/NC3=CC=CC=C3Cl,Active,3,,,35.23,4.32667
787,14725734,803330,CC(C)C1=CC=C(C=C1)NC(=O)C2=CC=C(O2)Br,Active,3,,,35.14,4.0065
788,17509981,20846833,CC(C)(C)C1=CN=NN1C2=CC=C(C=C2)/C=N/NC3=CC=C(C=C3)[N+](=O)[O-],Active,3,,,35.13,6.56051
789,49677843,7205101,CC(=O)NC1=C(OC2=CC=CC=C21)C(=O)NC3=CC4=C(C=C3)OCO4,Active,3,,,35.06,4.94629
790,849961,652471,COC1=CC=CC=C1C2=NC(=NO2)C3=CC=NC=C3,Active,3,,,34.95,7.00497
791,47204041,556143,CC1=C(SC(=N1)C)C2=CSC(=N2)NC3=CC=CC=N3,Active,3,,,34.95,9.20764
792,4244685,3239255,CN1C2=C(C=C(S2)C(=O)NCC3=CC=CO3)C(=N1)C4=CC(=C(C=C4)OC)OC,Active,3,,,34.89,11.0786
793,17411631,95707,CC(=O)NC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,Active,3,,,34.89,2.48867
794,17412596,5415582,CN1C(=O)/C(=C/C2=CC=CC=C2OCC3=CC(=CC=C3)F)/NC1=S,Active,3,,,34.87,5.68202
795,24797068,965336,CNC(=O)C1=C(N=CN1)C(=O)NC2=CC=C(C=C2)Cl,Active,3,,,34.86,4.08303
796,49823937,25237148,CC1=CC=CC=C1OCC2=C(C=CC(=C2)/C=N\NC(=O)C3=CC=CC=C3OC)OC,Active,3,,,34.8,6.10493
797,24803997,5349888,C=CCC1=CC=CC=C1OCCOC2=C(C=C(C=C2)[N+](=O)[O-])/C=N/NC(=O)N,Active,3,,,34.77,2.91606
798,17409713,3837107,CCN=C(C1=CN=CC=C1)NC2=CC=C(C=C2)Cl,Active,3,,,34.77,5.52108
799,47202280,2973957,COC1=CC(=C(C=C1)OC)NC2=NC3=CC=CC=C3C(=N2)NCCO.Cl,Active,3,,,34.76,3.99426
800,47204833,761944,CCCC1=CC(=O)N2C(=N1)C=C(N2)C3=CC(=CC=C3)Br,Active,3,,,34.75,3.66738
801,4241583,3236538,C1CN(CC2=CC=CC=C21)C3=NC4=CC5=C(C=C4S3)OCO5,Active,3,,,34.74,3.68717
802,14741115,9551647,C1=CC=C(C=C1)C2=NC3=C(C(=N2)NCC4=CC=CO4)OC5=CC=CC=C53.Cl,Active,3,,,34.63,11.101
803,4247586,3241779,CC1=C(C(=NC(=N1)C2=CC=C(C=C2)Cl)N=CN(C)C)C(=O)C,Active,3,,,34.63,5.26886
804,24825579,2383374,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=NC=C5,Active,3,,,34.52,4.68774
805,24804724,2908011,CC1=CC=C(C=C1)C2=NC(=C(O2)NCCCN3C=CN=C3)C#N,Active,3,,,34.41,3.01432
806,85270006,16286661,CC(=O)N1CC(OC2=CC=CC=C21)C(=O)NC3=CC4=C(C=C3)OCO4,Active,3,,,34.36,4.56249
807,14734444,1245396,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC=C(S3)Cl,Active,3,,,34.34,4.28265
808,4261117,1954071,CCCOC1=CC=CC=C1C2=NC3=C(N2)C(=O)NC(=O)N3C,Active,3,,,34.3,8.071
809,24826303,2545617,CCCNC(=O)C1=CC2=C(C=C1)C(=O)N(C(=S)N2)CC3=CC=CO3,Active,3,,,34.28,8.29737
810,7967183,5308675,CCOC(=O)C1=C(NC(=N1)C2=CC3=C(C=C2)OCO3)C,Active,3,,,34.23,7.66196
811,47196243,3481684,CCOC1=CC=CC=C1C(=O)NC2=CC=CC3=CC=CC=C32,Active,3,,,34.1,2.88636
812,7976841,675416,CC1=NC2=C(C=NN2C(=C1)N)C3=CC(=CC=C3)Br,Active,3,,,33.95,4.308
813,17511565,6883882,CCOC(=O)N/N=C/C1=CN(C2=CC=CC=C21)CCCOC3=CC=CC=C3,Active,3,,,33.93,4.04028
814,26662019,135635832,C1=CC=C(C(=C1)CC2C(=O)N/C(=N\C3=CC=CC=N3)/S2)Cl,Active,3,,,33.92,2.87604
815,17512210,9635340,CC1=CC(=NC(=N1)N/N=C/C2=CC=CC3=CC=CC=C32)C,Active,3,,,33.91,2.99907
816,17407383,11958606,CCCC(=O)NC1=NC(=C(S1)C2=CSC(=N2)NC3=CC=CC=C3OC)C,Active,3,,,33.88,3.12355
817,85198265,25058314,COC1=CC2=C(C=C1)SC(=C2C#CCO)C3=CC=C(C=C3)SC,Active,3,,,33.86,3.95574
818,17507393,9594900,CC1=CC(=NC2=CC=CC=C12)N/N=C/C3=CC(=CC=C3)Br,Active,3,,,33.82,2.01586
819,49819225,4343038,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=C(C=C3)Cl,Active,3,,,33.81,5.07886
820,49665399,2857627,CC1=CC(=CC=C1)C2=CC3=NC(=CC(=O)N3N2)C4=CC=CC=C4,Active,3,,,33.81,3.51042
821,849328,651817,C1=CC=C(C=C1)CCN2C3=CC=CC=C3OC2=O,Active,3,,,33.79,5.9997
822,17432555,2958469,CC1=CN=C(C=C1)NC2=NC(=CS2)C3=CC(=CC=C3)NC(=O)C,Active,3,,,33.78,4.82508
823,17387325,1000490,CC1=CC(=CC=C1)NC(=S)NNC(=O)C2=CC=CC=C2OC(F)F,Active,3,,,33.78,7.29243
824,49681699,2690,C1=COC(=C1)C2=NN3C(=N2)C4=C(C=CC(=C4)Cl)N=C3N,Active,3,,,33.76,5.48319
825,26664514,16682406,CC(=O)O.COC1=CC2=C(C=CN=C2C=C1)/C=C/C3=C4C=C(C=CC4=NC=C3)OC,Active,3,,,33.73,8.47164
826,26661967,935400,CC1=C(C=CC(=C1)OCC2=NC3=CC=CC=C3S2)N,Active,3,,,33.72,10.8197
827,17517223,4374325,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,Active,3,,,33.71,1.27038
828,49667279,2928055,CC1=NC(=CC=C1)NC2=NC(=CS2)C3=CC(=C(C=C3)F)C,Active,3,,,33.7,7.13532
829,7967520,5308860,CN1C2=C(C=C(S2)C(=O)N3CCN(CC3)C4=CC=CC=C4)C(=N1)C5=CC=C(C=C5)Cl,Active,3,,,33.7,4.88218
830,22402478,1505433,C1OC2=C(O1)C=C(C=C2)CNC(=O)CSC3=NC4=C(S3)C=CC(=C4)Cl,Active,3,,,33.65,5.59157
831,56322402,18079812,CC1=C(N=C(S1)NC(=O)C2=COCCO2)C3=CC=C(C=C3)Br,Active,3,,,33.63,4.8011
832,7971159,5310397,C1CN(CC2=CC=CC=C21)C(C3=CC=C(C=C3)F)C4=C(N5C(=NC=N5)S4)O,Active,3,,,33.55,4.3559
833,22414537,135401443,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)NC(=N3)CSC4=CC=CC=N4,Active,3,,,33.5,3.38494
834,26666123,300949,C1=CC(=C(C=C1C(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl)Cl,Active,3,,,33.46,3.15692
835,17415803,2847784,CCN1C2=C(C=C(C=C2)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-])C4=CC=CC=C41,Active,3,,,33.45,4.46315
836,17433738,890257,C1=CC=C(C(=C1)/C=C/C(=O)NC2=CN=CC=C2)[N+](=O)[O-],Active,3,,,33.45,14.3773
837,49829322,9634276,CCOC1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)N/N=C(\C)/C4=CN=CC=C4,Active,3,,,33.4,5.62009
838,85147380,135857069,C=CCN1C2=CC=CC=C2C(=C1O)N=NC3=CC=CC=C3O,Active,3,,,33.4,8.34837
839,24831621,2571746,CC1=C(C=C(C=C1)C(=O)NC2=CC3=C(C=C2)OCO3)NC(=O)C4=CC=CO4,Active,3,,,33.3,2.03046
840,843279,645559,CC1=C2C(=CC=C1)C=C(C(=N2)NCCCN3C=CN=C3)C#N,Active,3,,,33.28,4.51623
841,24790879,884225,CC1=C(C(=NC(=N1)C2=CC=C(C=C2)Cl)N)C(=O)C,Active,3,,,33.25,3.10061
842,14743825,2337558,C1C2=CC=CC=C2C(=NC(=O)C3=CC=CS3)N=C4N1C=C(C=C4)Cl,Active,3,,,33.24,8.71754
843,17401607,3601679,C1CN(CCC12OCCO2)C3=NC=NC4=C3NC5=C4C=C(C=C5)Cl,Active,3,,,33.21,4.40764
844,14741225,3723290,C1=CC=C2C(=C1)N3C(=NC(=O)N(C3=O)C4=CC(=CC=C4)Cl)S2,Active,2,,,33.18,6.72913
845,22410915,135401286,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)NC(=N3)/C=C/C4=CC=CC=C4OC(F)F,Active,2,,,33.17,4.00926
846,24838580,5308689,CN1C2=C(C=C(S2)C(=O)N3CCN(CC3)C4=CC=C(C=C4)OC)C(=N1)C5=CC=C(C=C5)Cl,Active,2,,,33.09,5.70454
847,49715110,20875293,C1CC1C(=O)NC2=C(OC3=CC=CC=C32)C(=O)NC4=CC=C(C=C4)F,Active,2,,,33.02,13.3081
848,81066331,42628198,C1[C@H](CC(=O)C=C1C2=CC(=CC=C2)Br)C3=CC4=C(C=C3)OCO4,Active,2,,,32.88,10.2474
849,26670807,1924837,CC1=CC(=C(N1C2=CN=CC=C2)C)/C=C\3/C(=O)NC(=S)N3,Active,2,,,32.84,6.78921
850,7965152,802802,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)N)Cl,Active,2,,,32.81,6.4492
851,22409376,2465549,CCN1C2=C(C=C(C=C2)NC(=O)COC(=O)C3=CC(=CC=C3)S(=O)(=O)N(CC)CC)C4=CC=CC=C41,Active,2,,,32.78,7.62255
852,47200493,745085,C=CCN1C2=CC=CC=C2N=C1NC(=O)C3=CC=CC=C3,Active,2,,,32.75,11.6464
853,17505943,2028261,C1=CC=C(C=C1)N2C(=NC3=C(C2=O)C(=O)C4=CC=CC=C4O3)C5=CC=CO5,Active,2,,,32.72,4.04167
854,49671524,2811612,CC1=C(C=C(C=C1)NC(=O)C2=CSC=C2)NS(=O)(=O)C,Active,2,,,32.71,6.38664
855,17514877,9692423,C1=CC(=CC(=C1)F)/C=N/NC2=NC=NC3=C2NC=N3,Active,2,,,32.68,3.0367
856,24707906,16066530,C1=CC(=C(C=C1N2N=C(N=N2)C3=NC=CS3)Cl)Cl,Active,2,,,32.63,4.08089
857,17510148,5153537,C1=CC=C(C=C1)N2C=NC3=C2C(=O)C4=CC=CC=C4C3=O,Active,2,,,32.62,6.35318
858,49665673,782771,COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CC=C3O,Active,2,,,32.59,6.85053
859,49644891,1468150,CC1=C(SC(=N1)NC(=O)C2CC2)C(=O)NC3=CC=C(C=C3)Br,Active,2,,,32.55,2.71668
860,17411822,5507531,C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)NC(=S)NC(=O)/C=C/C4=CC=CO4,Active,2,,,32.54,1.74269
861,49666043,1489041,CC1=C2C(=CC=C1)C3=C(C=N2)C(=O)N(N3)C4=CC=CC=C4,Active,2,,,32.49,2.74988
862,49667925,866271,CCN1C=NC2=C1C=CC(=C2)NCC3=CC=C(C=C3)Cl,Active,2,,,32.48,5.58762
863,49715114,20875372,CC1=CC=C(C=C1)NC(=O)C2=C(C3=CC=CC=C3O2)NC(=O)C4CC4,Active,2,,,32.46,12.1983
864,47203931,2877438,CC1=CC(=NC=C1)NC2=NC(=CS2)C3=CC=C(C=C3)Cl.Br,Active,2,,,32.43,26.4886
865,17514844,9692419,C1=CC(=C(C=C1/C=N/NC2=NC=NC3=C2NC=N3)F)F,Active,2,,,32.41,5.40273
866,85148849,44144043,C1[C@H](CC(=O)C=C1C2=CC=C(C3=CC=CC=C32)Br)C4=CC5=C(C=C4)OCO5,Active,2,,,32.35,4.31484
867,14727507,852345,CCC(=O)NC1=NC(=NS1)C2=CC=CC=C2,Active,2,,,32.26,2.88513
868,845255,647595,CC(C)C1=CC=C(C=C1)NC2=NC(=NC(=N2)NCC3=CC=CO3)N4CCOCC4,Active,2,,,32.25,4.2962
869,24836001,2309113,CN(C)S(=O)(=O)C1=CC=CC(=C1)C(=O)N=C2C3=CC=CC=C3CN4C=C(C=CC4=N2)Cl,Active,2,,,32.24,3.05499
870,24792720,2956888,COC1=CC=CC=C1CCNC(=O)NC2=CC=CC=C2C(=O)OC.Cl,Active,2,,,32.2,1.80785
871,26725588,16745808,COC1=CC(=CC(=C1)NC(=O)C2=CSC(=N2)N)C(=O)NC3=CC=CC(=C3)C(F)(F)F,Active,2,,,32.16,5.61441
872,7977786,878043,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NC3=CC=CC=C3C(=O)O,Active,2,,,32.12,6.60425
873,17408765,11958752,C[N+]1=C2N(C3=CC=CC=C31)N=C(CS2)C4=CC=CC=C4.[Br-],Active,2,,,32.12,3.22469
874,24814985,135472804,C1=CC=C(C=C1)N=C2NC(=O)/C(=C\C3=CC=CS3)/S2,Active,2,,,32.11,4.90695
875,24829903,2471206,CCOC1=C(C=CC=N1)C(=O)NC2=CC3=C(C=C2)OCO3,Active,2,,,31.98,4.16682
876,49667761,930568,C1=CC=C(C=C1)NC(=S)NC2=NC(=CS2)C3=CC=C(C=C3)F,Active,2,,,31.97,2.80844
877,47203591,3163534,CC1=C(C=C(C=C1)C2=NC3=C(O2)C=CC=N3)NC(=O)C(C)(C)C,Active,2,,,31.95,6.14747
878,26657448,16236034,CC1=C(SC(=N1)NC(=O)C)C2=CSC(=N2)[NH2+]C3=CC=CC=N3.[Br-],Active,2,,,31.9,2.50875
879,22411339,2576812,CC1=C(SC2=C1C(=O)NC(=N2)CSC3=CC(=C(C=C3)[N+](=O)[O-])C(F)(F)F)C,Active,2,,,31.63,11.1084
880,49736696,23607880,CC1=CC(=CC=C1)NC(=O)C2CCCN(C2)C3=NC=CN=C3,Active,2,,,31.62,5.16084
881,4243108,3237872,C1COCCN1C(=O)OC2=CC=CC(=C2)C3C(=C(OC4=NNC(=C34)C5=CC=C(C=C5)F)N)C#N,Active,2,,,31.61,2.0987
882,26664489,5355550,C1=CC=C(C=C1)/C=C/C(=O)C2=CNC3=CC=CC=C32,Active,2,,,31.54,6.24605
883,24707955,5459426,C1=CC=C(C=C1)C2=C3C4=CC=CC=C4NC3=NC5=CC=CC=C52,Active,2,,,31.53,5.10422
884,14720955,750162,CC1=CC(=NC(=C1C#N)NC2=CC(=CC=C2)OC)C,Active,2,,,31.46,4.90462
885,49665564,2909533,C1=CC=C2C(=C1)N=C(N2CC(=O)C3=C(C=C(C=C3)Cl)Cl)NCCO.Cl,Active,2,,,31.42,5.76503
886,49670813,2891808,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)Cl)NC(=O)C3=CN=CC=C3,Active,2,,,31.41,9.23064
887,22408036,9650872,C/C(=N\NC1=NC2=CC=CC=C2S1)/C3=CC4=C(C=C3)OCO4,Active,2,,,31.35,14.0206
888,49669757,1259900,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC=C(O3)Br)F,Active,2,,,31.34,8.0364
889,7972852,880161,CC1=CC2=C(C=C1)OC(=N2)C3=CC(=CC=C3)OC,Active,2,,,31.33,3.32435
890,49723659,1294250,C1COCCN1C2=CC=CC=C2NC(=S)NC(=O)C3=CC=CC=C3F,Active,2,,,31.3,7.97745
891,26731918,16746118,CCC(C)OC1=NC=CC(=C1)C2=NC(=NC=C2)NC3=CC(=CC=C3)Cl,Active,2,,,31.28,9.51049
892,26662378,628149,C1C(=O)NC2=C(C(=N1)C3=CC=C(C=C3)Cl)OC4=CC=CC=C42,Active,2,,,31.26,7.00257
893,24815366,1511664,CC1=CC2=C(C=C1)NC3=C2N=C4N(C3=O)CCS4,Active,2,,,31.2,0.577839
894,47198444,1340477,C=CCN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC=C(C=C3)Br,Active,2,,,31.09,1.49898
895,22406278,4019572,C1=CC=C(C=C1)C2=CC3=NC4=CC=CC=C4N3C(=C2C#N)N,Active,2,,,31.08,1.83903
896,14736639,1358138,C1=CC(=CC=C1CN=CC2=C(C3=C(N2)C=CC(=C3Cl)Br)O)F,Active,2,,,31.07,2.62386
897,14729117,1489662,CC1=CC2=C(C=C1)OCC(=N2)C3=CC=C(C=C3)Cl,Active,2,,,30.94,3.37216
898,47199425,2851386,CCCN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC=C(C=C3)Cl.Br,Active,2,,,30.91,5.22172
899,24825072,1472302,C1=CC2=C(N(C(=S)N=C2C=C1)C3=CC=C(C=C3)Cl)N,Active,2,,,30.85,7.91116
900,7970562,5310248,COC1=CC=CC(=C1OC)C2=NC(=C3C(=N2)N(C(=O)N3)C4=CC(=CC=C4)Cl)C(=O)N,Active,2,,,30.85,4.38445
901,17509220,9597135,CCOC1=CC=C(C=C1)/C=N/NC(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,Active,2,,,30.79,3.33353
902,17411533,5918148,CON/C=C(\C=NC1=CC=C(C=C1)C(F)(F)F)/C2=C(C=C(C=N2)C(F)(F)F)Cl,Active,2,,,30.75,7.031
903,22412403,7107457,CC1=CC(=NC2=C(C(=NN12)N)N=NC3=CC=C(C=C3)Cl)C,Active,2,,,30.73,2.64313
904,26730224,2725893,C1=CC(=CC=C1C(=O)NC2=CC(=C(C=C2F)Br)F)Cl,Active,2,,,30.69,0.986197
905,26657589,9586042,C/C(=N\NC(=O)C1=CC(=CC=C1)[N+](=O)[O-])/C2=CC=CS2,Active,2,,,30.69,7.62727
906,49665493,3173038,C1CC2=C(C3=CC=CC=C31)N=C(S2)NC(=O)CCCl,Active,2,,,30.68,8.14338
907,49731065,4609473,CC1CCN(CC1)C(=O)C2=NOC(=C2)C3=CC=CO3,Active,2,,,30.67,10.7078
908,4251901,829823,CC1=CC2=C(C=C1)N=C(O2)C3=CN=CC=C3,Active,2,,,30.67,2.62321
909,56463279,25102595,CN1C=CC2=CC3=C(CCN3C(=O)NC4=CN=CC=C4)C=C21.O.Cl,Active,2,,,30.62,7.82984
910,17407381,11958604,CC1=C(SC(=N1)NC(=O)CCC=C)C2=CSC(=N2)NC3=CC=CC=C3OC,Active,2,,,30.56,5.97857
911,22413471,9609596,CC1=C(N=C(S1)N/N=C/C2=CC=CO2)C3=CC=CC=C3,Active,2,,,30.56,3.78453
912,26667115,891188,C1CCN(C1)C2=CC=CC=C2NC(=S)NC(=O)C3=CC=CO3,Active,2,,,30.53,7.0973
913,14744768,9551935,C1=CC=C2C(=C1)C(=CC=[NH+]2)C3=NC4=CC=CC=C4N3.O.[I-],Active,2,,,30.5,2.83253
914,49646542,24183982,C1=CC=C2C(=C1)C=C(C=[N+]2CC(=O)C3=CC=C(C=C3)Br)Br.[Br-],Active,2,,,30.49,1.37568
915,24823948,73549,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2,Active,2,,,30.49,7.81257
916,4261661,2169661,C1=CC(=CC(=C1)F)NC(=O)C2=C(C(=C(C(=C2F)F)F)F)F,Active,2,,,30.48,4.46745
917,17433159,2945533,C1CC(OC1)CNC2=C(C=C(C=C2)C(=O)NC3=CC(=CC=C3)Cl)[N+](=O)[O-],Active,2,,,30.47,5.81946
918,26729100,2809037,CN1C(=C(C=N1)C(=O)NC2=CC=C(C=C2)OC(F)(F)F)N3C=CC=C3,Active,2,,,30.42,3.53582
919,49733703,1104012,COC1=CC2=CC=CC=C2C=C1C(=O)NC3=CC=C(C=C3)N4CCOCC4,Active,2,,,30.4,6.65388
920,17515601,4148859,CC1=CC=CC=C1C2=NSC(=N2)SCC(=O)NCC3=CC4=C(C=C3)OCO4,Active,2,,,30.37,3.96147
921,49667220,20855152,COC1=CC=C(C=C1)NC2=NC=CC(=N2)C3=CC(=CC=C3)N,Active,2,,,30.36,11.3944
922,17433179,935415,CC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3S2,Active,2,,,30.35,1.73145
923,22406686,9625660,CC1=CC=C(S1)/C=N/NC2=NC3=CC=CC=C3N2,Active,2,,,30.31,5.40727
924,24826204,4572841,C1=CC(=CC=C1C2=NC(=C(O2)NCCCN3C=CN=C3)C#N)F,Active,2,,,30.3,4.19839
925,26728985,9566119,C1=CC=C(C(=C1)/C=N/NC(=S)NC2=C(C(=CC=C2)Cl)Cl)Cl,Active,2,,,30.29,8.39877
926,57261422,9509567,CC1=CC=CC2=NC(=CN12)C(=O)NC3=C(C=CC(=C3)Cl)N4C=NC=N4,Active,2,,,30.26,5.91237
927,49715041,20864729,CC1=C(C(=NO1)C(=O)NC2=CC(=C(C=C2OC)Cl)OC)[N+](=O)[O-],Active,2,,,30.22,2.90862
928,17407389,11958612,CCC(C)C(=O)NC1=NC(=C(S1)C2=CSC(=N2)NC3=C(C=CC(=C3)Cl)OC)C,Active,2,,,30.2,3.30771
929,24828382,5670860,CC1=CC(=CC=C1)N/N=C(\C(=O)C)/C(=S)NC2=CC=CC=C2,Active,2,,,30.16,2.52148
930,17411649,9566807,C1=CC=C2C(=C1)N=C(S2)N/N=C/C3=CC=CO3,Active,2,,,30.13,4.02524
931,853036,655678,CCCCN1C(=NN=N1)SCC(=O)NC2=CC3=C(C=C2)OCO3,Active,2,,,30.1,5.27208
932,49675508,9264607,CC1=CC=C(C=C1)NC(=O)C2=CC=CC3=C2N=CC=C3,Active,2,,,30.1,6.15187
933,26731884,16746089,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=NC=NC4=C3NC=N4,Active,2,,,30.02,4.01845
934,24805517,745687,CC1=C(C2=CC=CC=C2N1)C(=O)COC3=CC=CC=C3,Active,2,,,29.98,8.3597
935,17509941,9668563,C1=CC=C(C(=C1)C(=O)N/N=C/C2=CC=CO2)NC(=O)C3=CC=C(C=C3)Cl,Active,2,,,29.9,8.97045
936,22407976,2569393,CC1=CC(=C(C=C1)C)OCCSC2=NN=C(N2N)C3=CN=CC=C3,Active,2,,,29.89,8.41351
937,49641325,54679671,COC1=C(C=C2C(=C1)C(=C(C(=O)N2CC=C)C(=O)NC3CC3)O)OC,Active,2,,,29.88,2.83852
938,14725913,743082,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC=CC4=NSN=C43,Active,2,,,29.86,4.06532
939,47203343,684959,CC1=CC(=NC2=CC(=NN12)C3=CC=C(C=C3)Br)C,Active,2,,,29.85,7.9125
940,842267,644526,C1=CC=C(C=C1)OCCN2C3=CC=CC=C3SC2=O,Active,2,,,29.85,6.95465
941,22402917,6045902,CC(C(=O)NC1=C(C=C2C3=CC=CC=C3OC2=C1)OC)OC(=O)/C=C/C4=CC=C(C=C4)OC(F)F,Active,2,,,29.81,4.67359
942,26664734,4644221,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NC(=S)NC2=CC(=CC=C2)F,Active,2,,,29.79,6.34861
943,49644394,594820,C1CN(CC2=CC=CC=C21)C(=O)NC3=CC(=CC=C3)Cl,Active,2,,,29.75,6.20121
944,49726776,6496995,COC1=C(C=C(C=C1)C2=NC3=C(O2)C=CC=N3)NC(=O)C4=CC=CS4,Active,2,,,29.73,4.50433
