SMILES,CYP2C9 Substrate Class,CYP2D6 Substrate Class,CYP3A4 Substrate Class,CYP2C9 Activity Class,CYP2D6 Activity Class,CYP3A4 Activity Class,CYP2C9 Inhibitor Class,CYP2D6 Inhibitor Class,CYP3A4_ Inhibitor Class
CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,0,0,0,0,0,0,0,0,0
OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C3=CC(O)=C(O)C=C3,1,1,1,0,0,0,0,0,0
C1CN(CCN1)C2=NC3=CC=CC=C3C=C2,0,1,0,0,0,0,0,0,0
CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC3=C1C=CC(Cl)=C3,0,1,0,0,1,1,0,subs/inhib,1
CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,0,0,0,0,0,0,0,0,0
CC1=C(CCN2CCC(CC2)=C(C3=CC=C(F)C=C3)C4=CC=C(F)C=C4)C(=O)N5C=CSC5=N1,0,1,1,0,1,0,0,subs/inhib,0
NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,0,0,0,0,0,0,0,0,0
CC1=C(CCN2CCC(CC2)C3=NOC4=C3C=CC(F)=C4)C(=O)N5CCCCC5=N1,0,1,0,0,1,0,0,subs/inhib,0
C1CC1C(NC2=NCCO2)C3CC3,0,0,0,0,0,0,0,0,0
OC1=CC=C(C=C1)C2=C(C(=O)C3=CC=C(OCCN4CCCCC4)C=C3)C5=C(S2)C=C(O)C=C5,0,1,1,1,1,1,1,subs/inhib,subs/inhib
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,0,0,0,0,1,0,0,1,0
COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1,0,1,1,0,0,0,0,0,0
COC1=C(OC2CCCC2)C=C(C=C1)C3CNC(=O)C3,0,0,0,0,0,0,0,0,0
COC1=C(C=CC=C1)N2CCNCC2,1,1,0,0,0,0,0,0,0
O=C1NCN(C2=CC=CC=C2)C13CCN(CC4COC5=C(O4)C=CC=C5)CC3,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CN1C=CC2=CC3=C(CCN3C(=O)NC4=CC=CN=C4)C=C12,0,0,0,0,0,0,0,0,0
CNCC(O)C1=CC=C(O)C=C1,0,,,0,0,0,0,NA,NA
CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C3=CC=C(C=C3)S(C)(=O)=O,0,0,,0,0,0,0,0,NA
NC1CCN(CC1)C2=NC(Cl)=CC=C2,0,1,0,0,1,0,0,subs/inhib,0
OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC2=CC=CC=C2,0,1,1,0,1,1,0,subs/inhib,subs/inhib
CN\C(NC#N)=N/C1=CC=C(C=C1)C2=NNC(=O)CC2C,0,0,1,0,0,0,0,0,0
CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,0,0,0,0,0,0,0,0,0
C(CNC1=NC2=C(S1)C=CC=C2)COC3=CC=CC(CN4CCCCC4)=C3,0,1,1,0,1,1,0,subs/inhib,subs/inhib
FC1=CC=C(C=C1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4,1,1,0,0,1,0,0,subs/inhib,0
CCN1CCCC1CNC(=O)C2=C(OC)C=CC(=C2)[S+](N)([O-])=O,1,0,0,,,,NA,NA,NA
CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C3=CC=C(C=C3)S(C)=O,0,0,0,0,0,0,0,0,0
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C3=CC=CC(=C3)C(F)(F)F,0,0,1,0,1,0,0,1,0
CCCCNC1=C(C(=O)OCC)C(C)=NC2=C1C=NN2CC,1,1,1,0,0,1,0,0,subs/inhib
CN1CCN(CC(=O)N2C3=C(C)SC=C3C(=O)NC4=C2C=CC=C4)CC1,0,0,0,0,0,0,0,0,0
O=C1N(C2CCC(=O)NC2=O)C(=O)C3=C1C=CC=C3,0,0,0,0,0,1,0,0,1
CCN(CC)CCNC(=O)C1=CC(=CC=C1OC)S(C)(=O)=O,0,0,0,0,0,0,0,0,0
NCC[S+](O)([O-])=O,1,,,,,,NA,NA,NA
CCCCNC(=O)N[S+]([O-])(=O)C1=CC=C(C)C=C1,0,0,0,0,0,0,0,0,0
CCN(CC)C(=S)SSC(=S)N(CC)CC,,0,0,1,0,1,NA,0,1
OC(CCN1CCCCC1)(C2CCCCC2)C3=CC=CC=C3,1,1,0,0,1,0,0,subs/inhib,0
CC1=CC=C(C=C1)[S+]([O-])(=O)NC(=O)NN2CCCCCC2,0,0,0,0,0,0,0,0,0
CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,0,0,0,0,0,0,0,0,0
NCCC1=CC=C(O)C=C1,,,0,0,0,0,NA,NA,0
CN(C)CCCN1C2=CC(=CC=C2SC3=C1C=CC=C3)C(F)(F)F,1,1,0,0,1,0,0,subs/inhib,0
CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,1,1,0,0,1,1,0,subs/inhib,1
NC1=NC(N)=C2N=C(C3=CC=CC=C3)C(N)=NC2=N1,0,1,0,0,0,0,0,0,0
COC1=CC2=NC=NC(NC3=CC=CC(Cl)=C3)=C2C=C1OC,0,1,1,1,0,1,1,0,subs/inhib
C1CN=C(N1)C2CCCC3=C2C=CC=C3,,1,0,0,1,0,NA,subs/inhib,0
CN1C=NC2=C1C(=O)NC(=O)N2C,0,0,0,0,0,0,0,0,0
COC1=CC2=NC(=NC(N)=C2C=C1OC)N3CCN(CC3)C(=O)C4CCCO4,0,0,0,0,0,0,0,0,0
OC(=O)CCCCC1CCSS1,0,0,0,0,0,0,0,0,0
CC(C)(C)NCC(O)C1=C(Cl)C=CC=C1,0,0,0,0,0,0,0,0,0
ClC1=CC(=CC=C1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,0,1,1,0,0,0,0,0,0
OC1=C(O)C=C(C=C(C#N)C#N)C=C1,0,0,0,0,0,0,0,0,0
FC(F)(F)C1=C(C=CC=C1)N2C=CN=C2,0,0,0,0,1,1,0,1,1
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,0,1,1,0,0,0,0,0,0
COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC,0,0,0,0,0,0,0,0,0
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C3=CC(Cl)=CC(Cl)=C3,0,0,0,0,1,0,0,1,0
CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC4CCCCN4C)C=C1,0,1,1,0,1,0,0,subs/inhib,0
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN2CCC(CC2)C(O)(C3=CC=CC=C3)C4=CC=CC=C4,0,0,1,0,1,0,0,1,0
CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,0,0,1,1,0,0,1,0,0
COC1=C(C=CC=C1)N2CCN(CCCNC3=CC(=O)N(C)C(=O)N3C)CC2,0,1,0,0,1,0,0,subs/inhib,0
BrC1=C(NC2=NCCN2)C=CC3=NC=CN=C13,0,1,0,0,0,1,0,0,1
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,1,1,1,1,0,1,subs/inhib,0,subs/inhib
CC1=CC=CC(C)=C1NC2=NCCCS2,0,0,0,0,0,0,0,0,0
CC1=CC(=CC(C)=C1CC2=NCCN2)C(C)(C)C,0,1,1,0,1,0,0,subs/inhib,0
COC1=C(OC(F)F)C=CC(=C1)C2=NNC(=O)C=C2,0,0,0,0,1,0,0,1,0
CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,0,1,1,0,1,0,0,subs/inhib,0
CCCC1=CC(=O)NC(=S)N1,0,0,0,0,0,0,0,0,0
N[S+]([O-])(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,0,0,0,,,,NA,NA,NA
CC(C)(C(=O)C1=CN=CC=C1)C2=CN=CC=C2,0,0,0,0,0,1,0,0,1
NNC(=O)C1=CC=NC=C1,0,0,0,0,0,0,0,0,0
CCCN(CCC)[S+]([O-])(=O)C1=CC=C(C=C1)C(O)=O,0,0,0,,,,NA,NA,NA
O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C3=CC=CC=C3)C4=CC=CC=C4,0,0,0,1,0,1,1,0,1
CCC1=C(C(N)=NC(N)=N1)C2=CC=C(Cl)C=C2,0,0,0,0,0,0,0,0,0
CN(C)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2,,,0,0,0,0,NA,NA,0
CC1=CC(=O)C2=C(C=CC=C2)C1=O,0,,0,0,0,1,0,NA,1
CCC(=C)C(=O)C1=CC=C(OCC(O)=O)C(Cl)=C1Cl,1,1,1,1,0,0,subs/inhib,0,0
CC1=C(O)C(CO)=C(CO)C=N1,0,0,0,0,0,0,0,0,0
OC(=O)C1=CC=CN=C1,0,,0,0,0,0,0,NA,0
C(C1=NCCN1)C2=CC=CC=C2,0,0,0,0,0,0,0,0,0
CN1N(C(=O)C=C1C)C2=CC=CC=C2,0,0,0,0,0,0,0,0,0
CC1=CC=CC(NC2=C(C=CC=C2)C(O)=O)=C1C,1,0,0,0,0,0,0,0,0
NC1=CC=C(C=C1)C(=O)NCC(O)=O,0,0,0,0,0,0,0,0,0
NC1=NC2=C(O1)C=CC(Cl)=C2,0,0,0,0,0,0,0,0,0
CCOC1=CC=C(NC(C)=O)C=C1,0,0,0,0,0,0,0,0,0
C[N+]1(C)CCC(CC1)=C(C2=CC=CC=C2)C3=CC=CC=C3,0,,,0,0,0,0,NA,NA
NC1=CC=C(C=C1)S(N)(=O)=O,,,0,0,0,0,NA,NA,0
OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC4=C1C=CC=C4,1,0,0,1,1,1,subs/inhib,1,1
NC1=CC=C(C=C1)[S+]([O-])(=O)NC2=NC=CC=N2,0,0,0,0,0,0,0,0,0
CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C2=CC=CC=C2)C(C)C,0,,,0,1,1,0,NA,NA
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,0,0,0,0,0,0,0,0,0
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC=CC(O)=C3,0,1,0,0,1,0,0,subs/inhib,0
CCC1(CC)C(=O)NC=CC1=O,0,0,0,0,0,0,0,0,0
NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(N)C=C2,0,0,0,0,0,0,0,0,0
NC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(Cl)C=C2,0,0,0,0,0,0,0,0,0
COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,1,0,0,0,0,0,0,0,0
COC1=C2OC(C)=CC(=O)C2=C(OC)C3=C1OC=C3,0,0,0,0,0,1,0,0,1
CN1N(C(=O)C(N)=C1C)C2=CC=CC=C2,0,,0,0,0,0,0,NA,0
OC(=O)C1=C(C=CC=C1)C(=O)NC2=CC=C(C=C2)[S+]([O-])(=O)NC3=NC=CS3,0,0,0,,,,NA,NA,NA
CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1,0,1,0,0,1,0,0,subs/inhib,0
NC1=CC(C(O)=O)=C(O)C=C1,0,,0,0,0,0,0,NA,0
CC1=CC(=O)OC2=C1C=CC(O)=C2,0,0,0,0,0,0,0,0,0
NS(=O)(=O)C1=C(Cl)C=C2N=C(CSCC3=CC=CC=C3)NS(=O)(=O)C2=C1,1,0,0,1,0,0,subs/inhib,0,0
CCOC(=O)C1=CC=C(N)C=C1,0,0,0,0,0,0,0,0,0
CCCCOC(=O)C1=CC=C(N)C=C1,0,0,0,0,0,1,0,0,1
CCCCOC(=O)C1=CC=C(O)C=C1,0,1,0,0,0,0,0,0,0
CC(=O)NC1=CC=C(O)C=C1,0,,0,0,0,0,0,NA,0
CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,0,0,1,1,0,1,1,0,subs/inhib
OC(C1CCNCC1)(C2=CC=CC=C2)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0
OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,0,0,0,0,0,0,0,0,0
N[S+]([O-])(=O)C1=CC(Cl)=C(Cl)C(=C1)[S+](N)([O-])=O,0,0,0,0,0,0,0,0,0
OC1=C(C=C(C=C1)[As](O)(O)=O)[N+]([O-])=O,,,0,0,0,0,NA,NA,0
CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1,0,,1,0,1,0,0,NA,0
NC(=O)NC1=CC=C(C=C1)[As](O)(O)=O,0,1,0,0,0,0,0,0,0
COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1,0,0,0,0,0,0,0,0,0
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC2=CC=CC=C2,1,1,1,0,1,1,0,subs/inhib,subs/inhib
CN1C(=O)OC(C)(C)C1=O,,,1,0,0,0,NA,NA,0
CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,0,0,0,0,0,0,0,0,0
NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C2=CC=CC=C2,0,0,1,0,0,0,0,0,0
CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,0,0,1,0,0,0,0,0,0
OC1=C2N=CC=CC2=C(Cl)C=C1I,0,0,1,0,0,0,0,0,0
COC1=CC(O)=C(C=C1)C(=O)C2=C(O)C=CC=C2,1,1,1,0,0,0,0,0,0
COC1=CC(O)=C(C=C1)C(=O)C2=CC=CC=C2,0,0,0,0,0,0,0,0,0
CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,0,1,0,0,1,0,0,subs/inhib,0
CN(C)CCCOC1=NN(CC2=CC=CC=C2)C3=C1C=CC=C3,0,1,0,0,1,0,0,subs/inhib,0
NS(=O)(=O)C1=C(C=C2NCNS(=O)(=O)C2=C1)C(F)(F)F,,0,,0,1,0,NA,1,NA
CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,0,0,0,0,0,0,0,0,0
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC=C2,0,0,0,0,0,0,0,0,0
S1C=NC(=C1)c2nc3ccccc3n2,0,0,0,0,0,0,0,0,0
CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,0,1,0,0,1,0,0,subs/inhib,0
COC1=C2OC(=O)C=CC2=CC3=C1OC=C3,,0,0,1,1,0,NA,1,0
CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,1,1,0,0,1,0,0,subs/inhib,0
CC(C)C1=C(O)C(O)=C(C=O)C2=C1C=C(C)C(=C2O)C3=C(O)C4=C(C=O)C(O)=C(O)C(C(C)C)=C4C=C3C,0,,,0,0,0,0,NA,NA
CNNCC1=CC=C(C=C1)C(=O)NC(C)C,1,1,,0,0,0,0,0,NA
CC1=NC=C(N1CCO)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
OC1=CC=C(C=C1)[C@@H]2CC(=O)C3=C(O2)C=C(O)C=C3O,0,0,0,1,0,1,1,0,1
CN1C2=C(N(CCO)C=N2)C(=O)N(C)C1=O,0,1,0,0,0,0,0,0,0
OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)C=CC=C1,0,0,0,0,0,0,0,0,0
CCC1=NC=CC(=C1)C(N)=S,0,0,0,0,0,0,0,0,0
CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,0,1,0,0,1,0,0,subs/inhib,0
FC1=CC=C(C=C1)C(=O)CCCN2CCC(=CC2)N3C(=O)NC4=C3C=CC=C4,1,1,1,0,1,0,0,subs/inhib,0
CCCOC1=C(C=CC(N)=C1)C(=O)OCCN(CC)CC,0,1,0,0,1,0,0,subs/inhib,0
C(C1=NCCN1)C2=CC=C3C=CC=CC3=C2,0,1,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C2=NC=CC=N2,0,0,0,0,1,0,0,1,0
COC1=CC(=CC(OC)=C1OC)C(=O)NCC2=CC=C(OCCN(C)C)C=C2,0,0,0,0,0,0,0,0,0
COC1=CC=C(C=C1)C(Cl)=C(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,,1,,1,0,0,NA,0,NA
CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(OC(C)=O)C=C2)C3=NC=CC=C3,1,1,1,0,0,1,0,0,subs/inhib
COC1=C(OC)C2=C(C=C1)C=C3C4=C(CC[N+]3=C2)C=C5OCOC5=C4,0,,0,0,1,1,0,NA,1
CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,0,0,1,0,1,0,0,1,0
CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1,1,1,0,0,0,0,0,0,0
COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,0,0,0,0,0,0,0,0,0
CC1(C)OC(=O)NC1=O,0,0,,0,0,0,0,0,NA
NC(=N)NC(=N)NCCC1=CC=CC=C1,0,0,0,0,1,0,0,1,0
CCCNC(C)(C)COC(=O)C1=CC=CC=C1,0,1,0,0,1,0,0,subs/inhib,0
CCOC1=CC2=CC=NC(CC3=CC(OCC)=C(OCC)C=C3)=C2C=C1OCC,1,1,1,1,0,0,subs/inhib,0,0
CC1=CC2=C(C=C1[S+](N)([O-])=O)[S+]([O-])(=O)CCC2,0,0,0,0,0,0,0,0,0
CN(C)C(=N)NC(N)=N,0,0,,0,0,0,0,0,NA
CC(C)C[C@H](NC(C)=O)C(O)=O,0,0,0,0,0,0,0,0,0
CNC(C)(C)CC1=CC=CC=C1,0,1,1,0,0,0,0,0,0
COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=N1,0,0,0,0,0,0,0,0,0
FC1=CC=C(C=C1)C(=O)CCCN2CCN(CC2)C3=CC=CC=N3,,1,1,0,0,0,NA,0,0
NC1=NC(=O)NC=C1F,1,0,0,0,0,0,0,0,0
CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C4=C(C=CC=C4)N=C2C=C1NC5=CC=C(Cl)C=C5,0,0,1,1,1,1,1,1,subs/inhib
FC1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4,0,1,1,0,1,0,0,subs/inhib,0
CN1N(C(=O)C(NC(=O)C2=CN=CC=C2)=C1C)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0
CN(C(=S)OC1=CC2=C(C=CC=C2)C=C1)C3=CC(C)=CC=C3,1,1,,0,0,1,0,0,NA
CCCCOC1=CC=C(CC(=O)NO)C=C1,0,0,0,0,0,0,0,0,0
COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC,0,0,0,0,0,0,0,0,0
C(N(CC1=CC=CC=C1)C2=CC=CC=C2)C3=NCCN3,,1,0,0,1,0,NA,subs/inhib,0
CCCCC1=NC(OCCN(C)C)=C2C=CC=CC2=C1,1,1,1,0,1,0,0,subs/inhib,0
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CO)C=C1)C=CC=C3,0,1,0,0,1,0,0,subs/inhib,0
NC(=N)NC(=N)N1CCOCC1,0,0,0,0,0,0,0,0,0
OC(CCCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3,0,1,0,0,1,0,0,subs/inhib,0
CCN(CC)CCNC(=O)COC1=CC=C(OC)C=C1,1,1,0,0,0,0,0,0,0
CC1=CC=CC(C)=C1NC(=O)CN2CCN(CCCC(C3=CC=C(F)C=C3)C4=CC=C(F)C=C4)CC2,0,0,1,0,1,0,0,1,0
CN(C)CCCN1C2=CC(=CC=C2SC3=C1C=CC=C3)C(C)=O,0,1,0,0,1,0,0,subs/inhib,0
CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN3CCCCC3)C4=CC=CC=C4,1,1,1,0,1,1,0,subs/inhib,subs/inhib
CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1,1,1,1,0,0,0,0,0,0
CCOC(=O)NNC1=C2C=CC=CC2=CN=N1,0,0,0,0,0,0,0,0,0
CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN4CCC(CCO)CC4)C2=C1,0,1,0,0,1,0,0,subs/inhib,0
CC1=CC2=C(O1)C(C)=C3OC(=O)C=C(C)C3=C2,0,0,0,0,0,1,0,0,1
CCN(CC)CCNC(=O)C1=CC(Br)=C(N)C=C1OC,0,1,0,0,1,0,0,subs/inhib,0
OC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2,0,,,0,0,0,0,NA,NA
COC1=C2OCOC2=CC3=C1CN(C)CC3,0,1,,0,1,0,0,subs/inhib,NA
CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC,0,1,0,0,1,0,0,subs/inhib,0
CN(C)CCN(CC1=CC=C(Cl)C=C1)C2=NC=CC=C2,0,1,1,0,1,0,0,subs/inhib,0
CN1C(COC(N)=O)=NC=C1[N+]([O-])=O,0,0,1,0,0,0,0,0,0
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C3=CC=C(Br)C=C3,,,1,0,1,0,NA,NA,0
COC1=C(OC)C(OC)=C(CN2CCNCC2)C=C1,0,0,0,0,0,0,0,0,0
CN1CCC(CC1)=C2C3=C(SC4=C2C=CC=C4)C=CC=C3,0,1,0,0,1,0,0,subs/inhib,0
CC1=C(Cl)C=CC=C1NC2=C(C=CC=C2)C(O)=O,1,0,0,0,0,0,0,0,0
CCCCC1=CC2=C(NC(NC(=O)OC)=N2)C=C1,0,0,0,0,1,0,0,1,0
CN1CCC[C@@H]1CCO[C@](C)(C2=CC=CC=C2)C3=CC=C(Cl)C=C3,0,1,1,0,1,1,0,subs/inhib,subs/inhib
CCN(CC)C1=CC(C)=NC2=NC=NN12,0,0,,0,0,0,0,0,NA
CC(C)NC1=C(C)N(C)N(C1=O)C2=CC=CC=C2,0,0,1,0,0,0,0,0,0
COC1=CC(C)=NN1C2=NC(OC)=CC(C)=N2,1,0,0,0,0,0,0,0,0
CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,0,0,0,0,0,0,0,0,0
COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN2CCCN(CCCOC(=O)C3=CC(OC)=C(OC)C(OC)=C3)CC2,0,0,1,1,0,1,1,0,subs/inhib
COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O,0,0,1,0,0,0,0,0,0
CCOC(=O)N1C=CN(C)C1=S,0,0,0,0,0,0,0,0,0
OCCNC(=O)CN1C=CN=C1[N+]([O-])=O,0,0,1,0,0,0,0,0,0
NC1=C(CNC2CCC(O)CC2)C=C(Br)C=C1Br,0,0,1,0,1,0,0,1,0
COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,0,0,0,0,0,0,0,0,0
CC1=C(C=CC(OCCOCC[N+](C)(C)CC2=CC=CC=C2)=C1)C(C)(C)CC(C)(C)C,0,0,,0,1,0,0,1,NA
CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,0,0,0,0,0,0,0,0,0
CC1=C(NCCN2CCOCC2)N=NC(=C1)C3=CC=CC=C3,0,1,0,0,1,1,0,subs/inhib,1
CC(C)(C)NC[C@H](O)COC1=NSN=C1N2CCOCC2,0,1,0,0,1,0,0,subs/inhib,0
CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0
CC(C)(C)NC[C@H](O)COC1=C2CCCC(=O)C2=CC=C1,0,1,0,0,0,0,0,0,0
OCCOCCOC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1,1,0,1,0,0,0,0,0,0
COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0
CCOC(=O)NC1=CC=C2SC3=C(C=CC=C3)N(C(=O)CCN4CCOCC4)C2=C1,0,0,1,0,0,1,0,0,subs/inhib
COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C2=O,1,1,1,0,0,1,0,0,subs/inhib
ClC1=CC=C(OCC(=O)N2CCN(CC3=CC4=C(OCO4)C=C3)CC2)C=C1,1,1,0,0,1,1,0,subs/inhib,1
CN1C(C(=O)NC2=NOC(C)=C2)=C(O)C3=C(C=CC=C3)S1(=O)=O,0,0,0,0,0,0,0,0,0
COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1,0,0,0,0,0,0,0,0,0
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,0,0,0,0,0,0,0,0,0
CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,0,0,0,0,0,0,0,0,0
COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,0,1,0,0,0,0,0,0,0
COC(=O)NC1=NC2=C(N1)C=CC(SC3=CC=CC=C3)=C2,0,0,0,0,0,0,0,0,0
CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N3CCNCC3,0,0,0,0,0,0,0,0,0
COC1=CC2=C(C=C1)N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C2CC(=O)OCC(O)=O,1,0,0,0,0,0,0,0,0
ClC1=C(CN2CCC3=C(C2)C=CS3)C=CC=C1,1,1,1,1,1,0,subs/inhib,subs/inhib,0
NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC3=CC=CC=C3)C(O)=O,0,0,0,0,0,0,0,0,0
CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,1,0,0,0,0,1,0,0,1
CN1C(C(=O)NC2=NC=CC=C2)=C(O)C3=C(C=CS3)S1(=O)=O,0,0,0,0,0,0,0,0,0
C[C@H](O)C(=O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I,1,0,,0,0,0,0,0,NA
NC1=CC(=CNC1=O)C2=CC=NC=C2,0,0,0,0,0,1,0,0,1
CCC1=CC=CC(CC)=C1NC(=O)CN(CC(O)=O)CC(O)=O,0,0,0,0,0,0,0,0,0
COC1=CC=C(CCN2CCC(CC2)NC3=NC4=C(C=CC=C4)N3CC5=CC=C(F)C=C5)C=C1,1,1,,0,1,0,0,subs/inhib,NA
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,0,0,0,0,0,0,0,0,0
COC1=CC2=C(NC(=N2)S(=O)CC3=C(C)C(OC)=C(C)C=N3)C=C1,0,0,1,0,0,0,0,0,0
CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N3CCNCC3)C(F)=C2,0,,0,0,0,0,0,NA,0
CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C/[N+]([O-])=O,0,0,1,,,,NA,NA,NA
C[C@H]1[C@H](NC(=O)C(=N\OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O,0,0,0,0,0,0,0,0,0
COC1=CC(N)=C(Cl)C=C1C(=O)NC2CCN(CC3=CC=CC=C3)CC2,0,0,1,0,1,0,0,1,0
CCCN1CCC[C@@H]2CC3=NNC=C3C[C@@H]12,0,0,0,0,0,0,0,0,0
