CANONICAL_SMILES,INCHIKEY,pChEMBL mean,pChEMBL std,Molecule Name,Compound Key,appears_in_N_ChEMBL_assays
Cc1ccc(CNC(=O)C(C)[C@H]2C[C@]2(C)[C@H](NC(=O)OCc2ccccc2)c2ccccc2)o1,SRNJFFZNRXKBLI-CAZSOIEISA-N,5.1,0.0,,SID17384879,3
Cc1cc(CNC(=O)C2C[C@H]2[C@@H](NP(=O)(c2ccccc2)c2ccccc2)c2ccccc2)nn1C,YYRIMQHQEDUOIG-UNQNHFTRSA-N,6.400000000000001,0.0,,SID17384930,3
N#Cc1ccccc1-c1ccc2ncnc(NCc3cccnc3)c2c1,YUVPFBVVHXSPDD-UHFFFAOYSA-N,5.7,0.0,,SID4238902,3
CCO[C@H]1O[C@@H]([C@H](COCc2ccccc2)OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1O,ULLNJSBQMBKOJH-YFXPIYGVSA-N,5.1,0.0,,SID11112598,3
Cc1noc(C)c1-c1nccc(-n2ccnc2)n1,RNCSYPXFSWREED-UHFFFAOYSA-N,5.900000000000001,0.0,,SID4239170,3
COc1ccc(CNc2nc(-c3cccnc3)nc3ccccc23)c(OC)c1,SJVJSPWKPCUULI-UHFFFAOYSA-N,5.900000000000001,0.0,,SID4239904,3
CNc1nc(-c2cccc(NS(C)(=O)=O)c2)nc2ccccc12,ASJLCBYMYBWXAW-UHFFFAOYSA-N,5.0,0.0,,SID4238877,3
COc1ccc(/C=C(\C#N)C(N)=O)c(OC)c1,WPPQGZFEWZSGOX-WEVVVXLNSA-N,5.599999999999999,0.0,,SID4253785,3
CO[C@@H]1COC(=O)C2CCCN2C(=O)C(C)COC(=O)C(COCc2ccccc2)NC(=O)C/C=C\[C@H]1C,FYPRRTKMXKMRSO-UHVDMMFRSA-N,5.400000000000001,0.0,,SID26750843,3
COc1ccccc1CNc1ncnc2ccc(-c3ccc(C(=O)N(C)C)cc3)cc12,FPSSHDGVWLFGKY-UHFFFAOYSA-N,5.0,0.0,,SID4240291,3
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(Cc4ccc5c(c4)OCO5)c3O)CC[C@@H]12,LUMAEGQMBVNCRK-UYDOUYDOSA-N,6.3,0.0,,SID26751260,3
COc1ccccc1CNc1cc(-c2cccnc2)ncn1,CEWXMNVWHQVUKW-UHFFFAOYSA-N,6.2,0.0,,SID4238730,3
NC(Cc1ccc2oc3cc(=O)c4ccccc4c-3nc2c1)C(=O)O,NSKWMQYYDIHNHO-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4254404,3
C=CC[C@@H]1C=C[C@H](Oc2ccc(C)cc2)[C@H](COC(=O)NCc2cccc3ccccc23)O1,NVFVGUCHECTBCR-NPAAKHOSSA-N,5.5,0.0,,SID26750869,3
COc1ccc2[nH]cc(CCNc3cc(-c4ccccc4C)ncn3)c2c1,KNFWSOQBHLPKEI-UHFFFAOYSA-N,5.3,0.0,,SID4239248,3
CN(C)CC1CC=C2OC3=CCC(CN(C)C)C(=O)C3C(c3ccc(Cl)c(Cl)c3)C2C1=O,KWCNTRXWSADHQO-UHFFFAOYSA-N,6.400000000000001,0.0,,SID4254289,3
COc1cccc(Nc2ncc3nc(-c4ccc(F)cc4)c(=O)n(C[C@H]4CCCO4)c3n2)c1,CZXZFHGCGMJLDC-LJQANCHMSA-N,5.5,0.0,,SID4240341,3
COc1ccccc1-c1cc(Nc2cc[nH]n2)ncn1,AYLDUSFSYKQSKR-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4239896,3
O=c1c(-c2cccs2)nc2cncnc2n1Cc1ccccc1,FCRLKKXGYSNCFH-UHFFFAOYSA-N,5.2,0.0,,SID4239759,3
COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2CO/N=C(/C)CCC(=O)OC[C@@H]2O[C@H](c3ccccc3)C=C[C@@H]2Oc2ccc(OC)cc2)cc1,SMPLMVXDHOOJOJ-WCUHRCRCSA-N,5.400000000000001,0.0,,SID26750874,3
COC(=O)C[C@@H]1O[C@H]1[C@H](C)[C@@H](OC)C(C)C,FCPKULATXBXMHU-QCZKYFFMSA-N,5.400000000000001,0.0,,SID26751103,3
Cc1cc2c(cc1Cl)N(C(=O)Nc1cccc3ncccc13)CC2,HOVMHIRTZYQSKM-UHFFFAOYSA-N,5.1,0.0,,SID11111776,3
Cc1ccc(/C(C#N)=C/c2cccc([N+](=O)[O-])c2)cc1,PJJARSYRNWSUPJ-OQLLNIDSSA-N,5.400000000000001,0.0,,SID4254003,3
c1ccc(CNc2ccnc(-c3ccoc3)n2)cc1,WCGBHHFMIXRPIO-UHFFFAOYSA-N,5.0,0.0,,SID4237981,3
CS(=O)(=O)N1CCC2(CC1)CN(C(=O)Nc1cccc(C#N)c1)C2,GVNJESYLNCMALL-UHFFFAOYSA-N,7.599999999999999,0.0,,SID4238809,3
Cn1c(=O)c(-c2cccs2)nc2cncnc21,XVSQXSBYADUIGQ-UHFFFAOYSA-N,5.1,0.0,,SID4238381,3
COc1ccc(Oc2ncc3nc(C)c(=O)n(C[C@H]4CCCO4)c3n2)cc1,PGDKVTCOLLCAMC-OAHLLOKOSA-N,5.400000000000001,0.0,,SID4239502,3
COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(C(F)(F)F)nc4)c3C[C@H]2CN1C(=O)c1ccccc1,CFYTWUSWOHHHLA-RZLLJLAESA-N,5.5,0.0,,SID17385159,3
Cc1cccc(CNc2cc(-c3cccc(NS(C)(=O)=O)c3)ncn2)c1,PUURVQPXLAFISS-UHFFFAOYSA-N,5.7,0.0,,SID4239808,3
COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3)C2)cc1,JKWXBNKJHJXCMX-QHCPKHFHSA-N,5.5,0.0,,SID4239718,3
COc1ccc(CNc2ccnc(-c3ccccc3OC)n2)c(OC)c1,CNLCEEFHXLHMIL-UHFFFAOYSA-N,5.2,0.0,,SID4237903,3
O=C(c1cccc(F)c1)N1CCC2(CCCN(Cc3ccncc3)C2)CC1,XQPMYFXJTPUKIQ-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4237871,3
COc1cccc(-c2nc(N(C)Cc3ccco3)c3ccccc3n2)c1,BUAZWNCFWAZJLD-UHFFFAOYSA-N,5.0,0.0,,SID4239332,3
O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)[nH]c(=O)c1ccccc12,MWPPELUBOBZLKD-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4253731,3
CC(C)c1cc(F)cc2c1C[C@](CCN(C)CCCc1nc3ccccc3[nH]1)(OC(=O)C1CC1)CC2,SYLIICYFBKGBKE-PMERELPUSA-N,5.7,0.0,,SID11111517,3
CO[C@@H]1COC(=O)C/C=C/[C@@H](C)[C@@H]2C=C[C@H](O)[C@@H](COC(=O)C/C=C\[C@H]1C)O2,MSXOTBYEAAYXMV-WOQVZJPPSA-N,5.2,0.0,,SID26750742,3
COc1cc2nncc(SCc3ccc(Cl)c(Cl)c3)c2cc1OC,KYOLURBOMPBIKI-UHFFFAOYSA-N,5.7,0.0,,SID4253195,3
Cc1cnc(CNc2ncnc3ccc(-c4ccccc4Cl)cc23)cn1,JGTHNIVRFFDTOL-UHFFFAOYSA-N,5.599999999999999,0.0,,SID4238912,3
Cc1c(C(=O)c2ccc3ccccc3c2)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,YIZIGGXNFRIVFS-JOCHJYFZSA-N,5.1,0.0,,SID11113873,3
COc1ccc(Oc2ncc3nc(-c4cccc(C#N)c4)c(=O)n(Cc4cccc(OC)c4)c3n2)cc1,PZOGYHKCTRLYBU-UHFFFAOYSA-N,5.7,0.0,,SID4238236,3
Cc1cc(C(=O)CSC(=S)SC(C)(C)C)ccc1Cl,AKTHGADVIFAPPT-UHFFFAOYSA-N,5.5,0.0,,SID4254326,3
c1ccc2cc(NCNc3ccc4ccccc4c3)ccc2c1,WVCPMBHZPSBORV-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4253146,3
c1ccc2c(NC3CC3)nc(-c3ccoc3)nc2c1,NLSDFRVYVAISOU-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4240057,3
COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4nccs4)C3)C2)cc1,VPSAEROZZCBUET-FQEVSTJZSA-N,5.1,0.0,,SID4239990,3
COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1,BKVIWGRFRKLFIO-UHFFFAOYSA-N,5.7,0.0,,SID11113838,3
O=C(OC1CCN(CCCl)CC1)C(c1ccccc1)c1ccccc1,MYNBDRGQYBNWEN-UHFFFAOYSA-N,5.0,0.0,,SID11111037,3
CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(C3CC3)c2n1,JVIBPZDFURLCRP-UHFFFAOYSA-N,5.0,0.0,,SID4237558,3
Clc1ccccc1-c1nc(NCc2cccs2)c2ccccc2n1,JSJIUICUDGQXOF-UHFFFAOYSA-N,5.2,0.0,,SID4238220,3
COc1ccccc1CNc1ncncc1-c1ccccc1C,PPSCWCCFVLLOKJ-UHFFFAOYSA-N,6.400000000000001,0.0,,SID4240205,3
O=S(=O)(c1ccccc1)N1CCC[C@@]2(CCN(Cc3nccs3)C2)C1,ZDCCAMDJTWWSAJ-SFHVURJKSA-N,5.5,0.0,,SID4238428,3
CS(=O)(=O)Nc1cccc(-c2nc(Nc3ccccc3)c3ccccc3n2)c1,UXJCRLZUXXHYKN-UHFFFAOYSA-N,5.0,0.0,,SID4240219,3
Cn1cc(-c2nc3cncnc3n(-c3ccccc3)c2=O)c2ccccc21,JOCJGCWDGDIUSL-UHFFFAOYSA-N,5.0,0.0,,SID4240322,3
COc1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)c(OC)c1,ZXWJMCLPUAIGTC-UHFFFAOYSA-N,6.0,0.0,,SID4237956,3
COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4cc(C)n(C)n4)c3C[C@H]2CN1C(=O)c1ccccc1,XHOPUSRXHBCOCK-TUDCREIJSA-N,5.7,0.0,,SID17385269,3
CCCC[C@H]1C[C@@H]1[C@@H]1N(P(=O)(c2ccccc2)c2ccccc2)C[C@@](O)(c2ccccc2)CC12CC2,PZIBKTCIWDKBLB-FMQHXAFDSA-N,5.7,0.0,,SID17385019,3
COc1ncc2ncc(=O)n(Cc3ccc(F)cc3)c2n1,WUBJJMPNNAJIIV-UHFFFAOYSA-N,5.0,0.0,,SID4238269,3
CCC/C=C(\CCC)C(NS(=O)(=O)c1cccc2cccnc12)c1ccc(C(=O)OC)cc1,RQLDSLDAEIFKJV-VXLYETTFSA-N,5.3,0.0,,SID17385070,3
O=c1c(-c2ccc(F)cc2)nc2cnc(N3CCNCC3)nc2n1Cc1cccs1,LKJOGGRYFPTRHH-UHFFFAOYSA-N,5.0,0.0,,SID4238317,3
COc1ccc2c(c1)Cc1cc(/N=[N+](\[O-])c3ccc4c(c3)Cc3cc(OC)ccc3-4)ccc1-2,RRRRLIBKNAGCTJ-FLWNBWAVSA-N,5.3,0.0,,SID4253763,3
Nc1nc(SCCc2ccccc2)c2[nH]cnc2n1,PAAAKNYXXIVNCJ-UHFFFAOYSA-N,5.599999999999999,0.0,,SID4252862,3
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(-c4ccc(F)cc4F)c3O)CC[C@H]12,QAQMMDBAJZQBEU-PVMSDFOQSA-N,5.400000000000001,0.0,,SID26751206,3
CS(=O)(=O)Nc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)c1,FAYGOPACKUEMFE-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4238725,3
CO[C@H]1COC(=O)C(C)NC(=O)C/C=C\[C@@H](C)[C@@H](NS(=O)(=O)c2ccc(C)cc2)COC(=O)C(OCc2ccccc2)/C=C\[C@@H]1C,QVYBXHBTXJHYSC-IUNHKKEMSA-N,5.5,0.0,,SID26750796,3
N#Cc1ccc(CN2CCCC3(CCN(C(=O)c4ccncc4)CC3)C2)cc1,DUJZKXAGENOCJT-UHFFFAOYSA-N,5.8,0.0,,SID4237752,3
CS(=O)(=O)c1ccc(N2CCN(C(=O)C(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1,MAEQYLYKCWECPE-UHFFFAOYSA-N,5.173333333333333,0.39259818304894556,,DNDI1800293,3
Oc1c2c(c(O)n1-c1cccc(Oc3ccccc3)c1)[C@H]1[C@H](O)[C@H](O)C/C(=N/OC[C@@H](O)COCc3ccco3)[C@H]1CC2,FBUPEGQNZOCCKM-MDZHILBKSA-N,5.5,0.0,,SID26751234,3
N=C(N)NCCNOS(=O)c1cccc2cnccc12,YFKBCWUDSXVTIF-UHFFFAOYSA-N,5.0,0.0,,SID11111242,3
c1ccc(CN2CC[C@@]3(CCCNC3)C2)cc1,YLMCYUHQYITSIZ-OAHLLOKOSA-N,5.0,0.0,,SID4238552,3
COc1ccc(CNc2ncnc3ccc(-c4cccnc4)cc23)c(OC)c1,LNAWZQPISHMMII-UHFFFAOYSA-N,5.900000000000001,0.0,,SID4237634,3
COc1ccc(-c2nc3cnc(OC)nc3n(CCc3ccccc3)c2=O)cc1,RJGFKDAQYWBFBL-UHFFFAOYSA-N,5.0,0.0,,SID4238582,3
COc1ccc(NC(=O)N2CCCC3(CCN(C(=O)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC3)C2)cc1,UAMLDZXTGDLMFP-UHFFFAOYSA-N,5.0,0.0,,SID4239137,3
CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(Nc4ccc(F)cc4)c3c2)c1,VSLIORFJEVBLSG-UHFFFAOYSA-N,5.1,0.0,,SID4238195,3
CNc1ncncc1-c1c(C)noc1C,LYBLMMLQMQOZNN-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4240467,3
COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3[nH]c4ccccc4c3C(C)C)cc2)cc1OC,KWAAABBJIYOBAJ-UHFFFAOYSA-N,5.599999999999999,0.0,,SID11114298,3
COc1ccc(CNc2ncncc2-c2ccccc2C(F)(F)F)c(OC)c1,BWURKXKNKUNIAG-UHFFFAOYSA-N,6.5,0.0,,SID4240416,3
NC[C@](O)(CS(=O)(=O)O)c1ccc(Cl)cc1,WBSMZVIMANOCNX-VIFPVBQESA-N,6.0,0.0,,SID11113424,3
COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)CN(C)C4,ZJMYHEVTMWXXMA-SVEHJYQDSA-N,5.599999999999999,0.0,,SID4254353,3
CSc1cccc(NC(=O)OC2CCCCCCCCCCC2)c1,SZWOHQOCXPXIKB-UHFFFAOYSA-N,5.5,0.0,,SID4254037,3
N#Cc1cccc(-c2nccc(NCc3cccs3)n2)c1,LETANPCADKSFRG-UHFFFAOYSA-N,5.0,0.0,,SID4239777,3
C[C@H](CCC(=O)NN)[C@@H]1CC[C@@H]2[C@H]3CC[C@H]4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@]21C,BXSPCFWJSALCFW-TZPAVNRBSA-N,6.2,0.0,,SID4253251,3
O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3ccccc3)C2)CC1,DGGQWASXFXYCFV-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4240068,3
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(CCF)c3C[C@H]2CN1C(=O)c1ccccc1,QZDUQTKGCRWXCF-ZNOAHEKZSA-N,5.7,0.0,,SID17385212,3
COc1cccc(Cn2c(=O)c(C)nc3cnc(N4CCOCC4)nc32)c1,XHUCKZSGJQGKGN-UHFFFAOYSA-N,5.3,0.0,,SID4237700,3
COc1cccc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)c1,DHVJKWYKFUQEMQ-UHFFFAOYSA-N,5.0,0.0,,SID4237478,3
Cc1c(N2CCCC2)cc2c(c1NC(=O)c1ccccc1Cl)C(C)(C)CC2(C)C,MEFFWHUBVHSLML-UHFFFAOYSA-N,6.2,0.0,,SID4254189,3
COc1ccc(NC(=O)N2CC[C@@]3(CCCN(C(=O)c4cnccn4)C3)C2)cc1,KFBLAWNECUGGPB-OAQYLSRUSA-N,5.5,0.0,,SID4239233,3
COc1ccccc1CNc1ccnc(-c2ccoc2)n1,WPTWWDOXOVKZFO-UHFFFAOYSA-N,5.599999999999999,0.0,,SID4239685,3
COC(=O)[C@@]1(Cc2ccccc2)C2=C(CC(=O)C(=O)N(C)C)C(=O)CC2CN1C(=O)c1ccccc1,WVOWINUXBCBRDC-VLEDXSGQSA-N,5.1,0.0,,SID17385256,3
COc1ccccc1CNc1ncnc2ccc(-c3ccccc3C#N)cc12,ZSKAWWGVJNHUOM-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4239158,3
CN(C)c1ccc(-c2nc(NCCc3c[nH]cn3)c3ccccc3n2)cc1,HGVHGWKHXVCCOK-UHFFFAOYSA-N,5.599999999999999,0.0,,SID4240120,3
COc1cccc(-c2nccc(NCc3ccccc3OC)n2)c1,QIYJGDGJSIIILO-UHFFFAOYSA-N,5.599999999999999,0.0,,SID4237544,3
N#CC(C#N)=NNc1ccc2c[nH]nc2c1,KBHJCKDSZFMKDB-UHFFFAOYSA-N,5.8,0.0,,SID4254227,3
COc1cccc(-c2cncnc2NCCc2c[nH]cn2)c1,ITGVOESUZRFQRF-UHFFFAOYSA-N,6.2,0.0,,SID4237841,3
Cc1cccc(CNc2ncnc3ccc(-c4ccccc4C#N)cc23)c1,JIAHIRQZKOQHBI-UHFFFAOYSA-N,5.900000000000001,0.0,,SID4239887,3
CCC/C=C(\CCC)C(NS(=O)(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,BBGBCWNGGXINIF-LICLKQGHSA-N,5.2,0.0,,SID17385081,3
COc1cccc(-c2cncnc2NCc2ccccc2)c1,QSTPWPYJTNLBLD-UHFFFAOYSA-N,6.5,0.0,,SID4238263,3
COc1cccc(Nc2ncc3nc(C)c(=O)n(Cc4cccs4)c3n2)c1,FPFFTEAVCWFSKS-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4237771,3
COc1cccc(Cn2c(=O)c(-c3cc(F)cc(F)c3)nc3cnc(OC)nc32)c1,PBIXVDRQKNZCPY-UHFFFAOYSA-N,5.1,0.0,,SID4240058,3
O=c1c(-c2cccs2)nc2cnc(N3CCOCC3)nc2n1Cc1cccs1,VKPNNGXIHYVTJH-UHFFFAOYSA-N,5.0,0.0,,SID4239295,3
NCCNS(=O)(=O)c1ccc(N)cc1,NBFKPKDIBNOBEP-UHFFFAOYSA-N,5.3,0.0,,SID4252941,3
COC(=O)C1C[C@@H]1[C@H](NC(=O)c1cnccn1)c1ccccc1,JDLRIWUDMDNUEA-RMTCENKZSA-N,5.1,0.0,,SID17384988,3
COc1ccc(COC(=O)N/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3c4c(c(O)n(C(C)(C)C)c4O)CC[C@H]23)cc1,CYDIDBQEFUYCCK-SJZQQEHPSA-N,5.400000000000001,0.0,,SID26751317,3
FC(F)(F)c1ccccc1-c1nc(Nc2ccncc2)c2ccccc2n1,KEOSJTIYNSQYET-UHFFFAOYSA-N,6.2,0.0,,SID4238457,3
CC(=O)N[C@@H](c1ccccc1)[C@]1(C)C[C@H]1C(C)C(=O)Nc1ccc2ccccc2c1,CYCMCGJPKRYQDF-BUAOGKBKSA-N,5.1,0.0,,SID17384961,3
C[C@@H](c1ccccc1)n1c(O)c2c(c1O)[C@H]1[C@H](O)[C@H](O)C/C(=N/OC[C@@H](O)COCc3ccco3)[C@@H]1CC2,CXKAECPYMJAPJF-IGBZXBQQSA-N,5.5,0.0,,SID26751297,3
COc1cccc(-c2ccc3ncnc(N(C)C)c3c2)c1,CWAHEBLFACFUBY-UHFFFAOYSA-N,5.1,0.0,,SID4239715,3
COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccc(OC)c(OC)c4)c3C[C@H]2CN1C(=O)c1ccccc1,YQWQYRPVWGABLX-BZZCMJIQSA-N,6.099999999999999,0.0,,SID17385238,3
COc1ccccc1-c1nc(NCCc2c[nH]cn2)c2ccccc2n1,XAVLJFAYWPZNPS-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4239155,3
COc1ccc2[nH]cc(CCNc3ncnc4ccc(-c5ccccc5OC)cc34)c2c1,XKMBRKPKEYXMDT-UHFFFAOYSA-N,6.099999999999999,0.0,,SID4239368,3
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3ccncc3)CC2)C1,KDCWDEFJYOFDGG-UHFFFAOYSA-N,5.2,0.0,,SID4238240,3
COc1cccc(Cn2c(=O)c(C)nc3cnc(Oc4cccc(Cl)c4)nc32)c1,BNBWGPORZJPMDH-UHFFFAOYSA-N,5.3,0.0,,SID4239533,3
c1cn(-c2ncnc3ccc(-c4ccoc4)cc23)cn1,VFYKSKOBLCDBMU-UHFFFAOYSA-N,6.2,0.0,,SID4237709,3
c1ccc2c(c1)-c1nc3ccccc3cc1[C@H]2N1CCOCC1,GCVZMKPZSVQVNL-FQEVSTJZSA-N,5.599999999999999,0.0,,SID4253150,3
c1ccc2nc(CC[C@@H]3CCCCN3)ccc2c1,YSBPMMIOSDLMAM-AWEZNQCLSA-N,5.400000000000001,0.0,,SID4252963,3
COc1ccc(-c2nc3cnc(N4CCNCC4)nc3n(-c3ccccc3)c2=O)cc1,MOGPRSMSEDMCRT-UHFFFAOYSA-N,5.599999999999999,0.0,,SID4240302,3
N#Cc1cccc(-c2cncnc2NCCc2c[nH]cn2)c1,VXFUVNQOZVZETL-UHFFFAOYSA-N,5.7,0.0,,SID4238791,3
COc1ccc(CNc2ncnc3ccc(-c4ccccc4OC)cc23)c(OC)c1,OSVZIASUYIZLLS-UHFFFAOYSA-N,5.7,0.0,,SID4239369,3
O=C(c1ccc([N+](=O)[O-])cc1)C(Br)[C@@H](Br)c1ccnc2ccccc12,OVEVOPGYRGCOMR-BHWOMJMDSA-N,5.5,0.0,,SID4253849,3
Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(N)(=O)=O)c2)c2c1C(=O)c1ccccc1C2=O,LHSBZAWDPSTOEY-UHFFFAOYSA-N,5.1,0.0,,SID4253620,3
COc1ncc2nc(-c3ccc(F)cc3)c(=O)n(Cc3ccc(F)cc3)c2n1,IRGPUFWIWZMXFN-UHFFFAOYSA-N,5.5,0.0,,SID4239463,3
C(CCc1nnc2c(n1)CCCC2)Cc1nnc2c(n1)CCCC2,ZRWCAMFKPMJKTC-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4254362,3
c1csc(CNc2ncncc2-c2ccoc2)c1,GGECXLGKJTVSQQ-UHFFFAOYSA-N,5.7,0.0,,SID4237673,3
COc1ccc(COC(=O)N/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3c4c(c(O)n(C5CCCCC5)c4O)CC[C@@H]23)cc1,BRUFGVISVHIQIT-XLSQTBOLSA-N,5.400000000000001,0.0,,SID26751362,3
CO/N=C(/C)CCC(=O)OC[C@@H]1O[C@H](c2ccccc2)C=C[C@@H]1Oc1ccc(OC)cc1,GWQPYXSZVOGASI-VOYKCCRSSA-N,5.5,0.0,,SID26750873,3
CC(CCc1nc2ccccc2s1)(c1ccc(O)cc1)c1ccc(O)cc1,IVBASDRKBCHBSP-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4252850,3
CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(-c4ccc(F)cc4F)c3O)CC[C@H]12,BRNRCOVRYVOIPQ-CZSNMKGKSA-N,5.400000000000001,0.0,,SID26751205,3
c1cncc(-c2cc(-n3ccnc3)ncn2)c1,SYSMKUYXLICNHZ-UHFFFAOYSA-N,5.8,0.0,,SID4238895,3
CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)CO)C2C1,ZABDAGALHQDSEU-UHFFFAOYSA-N,5.0,0.0,,SID11112219,3
COc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(CCc3ccccc3)c2n1,QPLPFSZWBJAVGW-UHFFFAOYSA-N,5.1,0.0,,SID4238691,3
c1ccc(CNc2ncncc2-c2ccc3c(c2)OCO3)cc1,RGPAABISIBRZHT-UHFFFAOYSA-N,6.3,0.0,,SID4237482,3
CO[C@@H]1/C=C\O[C@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C,HJYYPODYNSCCOU-AGBOWCEOSA-N,5.400000000000001,0.0,,SID4253768,3
O=S(=O)(c1ccccc1)N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1,PEWXOCODKBSOFL-NRFANRHFSA-N,5.900000000000001,0.0,,SID4240104,3
COc1cccc(-c2cc(NCCc3c[nH]c4ccc(OC)cc34)ncn2)c1,QRJBXWYXNWSUGD-UHFFFAOYSA-N,5.1,0.0,,SID4239159,3
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1,CGJCRBMQFRCOFW-FQEVSTJZSA-N,5.2,0.0,,SID4239649,3
CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2[C@@H]1O3,VDDUJINYXKGZLV-QFIPXVFZSA-N,5.599999999999999,0.0,,SID11114173,3
COc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(Cc3cccs3)c2n1,IRCQMOMUBVKPBM-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4238206,3
S=c1[nH]nc(SCc2ccccc2Cl)c2[nH]cnc12,FYVMPAXUGAZBIO-UHFFFAOYSA-N,6.2,0.0,,SID4253176,3
COc1ccc2[nH]cc(CCNc3cc(-c4ccc(C(=O)N(C)C)cc4)ncn3)c2c1,XJRNVWNTDWNGGP-UHFFFAOYSA-N,5.2,0.0,,SID4238742,3
COc1cccc(Nc2ncc3ncc(=O)n(C4CC4)c3n2)c1,BYVSBOOTZAZYHJ-UHFFFAOYSA-N,5.2,0.0,,SID4237976,3
CN1Cc2c(ccc3c2OCO3)[C@@H]2[C@@H](O)Cc3cc4c(cc3[C@@H]21)OCO4,GHKISGDRQRSCII-KYNGSXCRSA-N,5.3,0.0,,SID11112940,3
Cc1cnc(CNc2nc(-c3cccnc3)nc3ccccc23)cn1,XYPUDAZANYJVHZ-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4238996,3
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,AEQDSZNULHIJDK-LJQANCHMSA-N,5.0,0.0,,SID4239796,3
COc1ccc(C(=O)N2CCC3(CCCN(Cc4ccncc4)C3)CC2)cc1,WALNFOJCJXZNLL-UHFFFAOYSA-N,5.1,0.0,,SID4239925,3
O=C(CSc1nc2ccc([N+](=O)[O-])cc2s1)c1ccc2ccccc2c1,JQKWSZUEWWONDL-UHFFFAOYSA-N,5.400000000000001,0.0,,SID4252491,3
