CANONICAL_SMILES,INCHIKEY,common_name,appears_in_N_ds
Cc1cc(C)cc(CSCC(=O)N/N=C/c2ccc(OCC(=O)NCc3ccco3)cc2)c1,ICLMNXASFXXTEO-UVHMKAGCSA-N,,1
COc1cccc(N(C(=O)Cn2nnc(-c3ccc(C)cc3)n2)C(C(=O)NC(C)(C)C)c2c[nH]c3ccccc23)c1,ADWRBJOJHVJCPG-UHFFFAOYSA-N,,1
O=C(CSCc1c(Cl)cccc1Cl)NCc1cccnc1,DNMQGCWATKNXSP-UHFFFAOYSA-N,,1
Cc1ccc(C(C(=O)NCc2ccco2)N(C(=O)CNC(=O)c2cccs2)c2ccc(C)cc2)cc1,MRGDBGAZBRNNHC-UHFFFAOYSA-N,,1
CCCc1nc(SCC(=O)Nc2nnc(CC)s2)c2c(C)c(C)sc2n1,UVWDJWHHYXEIOQ-UHFFFAOYSA-N,,1
COc1ccc(OC)c(NC(=O)CSc2nc3ccccc3cc2Cc2ccccc2)c1,MOEQUVCKTYBKCY-UHFFFAOYSA-N,,1
COc1cccc(C(C(=O)Nc2ccc(F)cc2)N(C(=O)Cn2nnc3ccccc32)C2CC2)c1,ILEVGKHONQXHOB-UHFFFAOYSA-N,,1
Cc1ccc(NC(=O)CC2CS(=O)(=O)CC2CC(=O)Nc2ccc(C)c(C)c2)cc1C,ALLMJLPXYLHGGR-UHFFFAOYSA-N,,1
O=C(COc1ccc2ccccc2c1)Nc1ccc(Cc2ccncc2)cc1,LDHDMUCNQFGVBX-UHFFFAOYSA-N,,1
O=C(NC1CCCCC1)C(c1cccs1)N(C(=O)C(F)(F)F)c1ccccc1,VXLTURWUSGFVPR-UHFFFAOYSA-N,,1
COc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)CNC(=O)c2cccs2)c2ccc(C)cc2)cc1OC,JQRDCCUXPVHCGU-UHFFFAOYSA-N,,1
CC(CC(=O)Nc1cccc2c1CCCC2)=NNC(=O)c1ccccc1N,DXFOFVKEIGYLHO-UHFFFAOYSA-N,,1
CC(CCc1ccc2c(c1)OCO2)=NN=C1NC(=O)CC(C(=O)Nc2ccccc2)S1,YKTGNORZOCKCFV-UHFFFAOYSA-N,,1
COc1ccc(CNC(=O)c2csc(Cc3ccc(OC)cc3)n2)cc1,ZYKZQSHCSKHOGN-UHFFFAOYSA-N,,1
CCn1c(SCc2ccc(C)cc2)nnc1-c1nn(-c2ccccc2)ccc1=O,WQBBOQYKNAHQOL-UHFFFAOYSA-N,,1
[O-][S+](Cc1ccc(Br)cc1)Cc1nnc(SCc2ccc(Cl)cc2)n1-c1ccccc1,HCTYWNLENRYFCB-UHFFFAOYSA-N,,1
CCn1c(SCc2c(Cl)cccc2Cl)nnc1-c1nn(-c2ccccc2)ccc1=O,LVYBGEHCDOYCSO-UHFFFAOYSA-N,,1
Brc1ccc(CSc2nccn2-c2ccccc2)cc1,FWQUGMKGRHUQAN-UHFFFAOYSA-N,,1
COc1ccc(CNC(=O)c2csc(Cc3ccc(Cl)cc3)n2)cc1,LZLJERNWBYCFQV-UHFFFAOYSA-N,,1
O=[N+]([O-])c1ccc(C2CCCC/C2=N/OCc2ccccc2F)c([N+](=O)[O-])c1,WYFIEHAIWBRTDQ-UZYVYHOESA-N,,1
C#CCSc1nc(Cc2ccc(Cl)cc2)nc2ccccc12,ILAXHDXLMGKCCK-UHFFFAOYSA-N,,1
O=S1(=O)CCN(CCc2cn(Cc3ccc(C(F)(F)F)cc3)c3ccccc23)CC1,NLMSSDNUQFNYRY-UHFFFAOYSA-N,,1
COc1cc2nc(SCc3ccc(Cl)cc3Cl)n(Cc3cccs3)c(=N)c2cc1OC,SHVHJSCNQWOBBI-UHFFFAOYSA-N,,1
O=c1cc(N2CCCCC2)c(-c2ccccc2)nn1Cc1ccccc1Cl,BVJHTDLNUVBJHN-UHFFFAOYSA-N,,1
CCc1ccc(CSc2nccn2-c2ccccc2)cc1,IUNURSMEOCMLOG-UHFFFAOYSA-N,,1
COc1ccc(Cc2nc(C(=O)NCc3ccccc3OC)cs2)cc1,QMVKRKQZFLJMBG-UHFFFAOYSA-N,,1
c1ccc(CSc2nnc(-c3sccc3-n3cccc3)o2)cc1,JWNYLQSVBIWWSB-UHFFFAOYSA-N,,1
COC(=O)c1sccc1-c1ccc(C(=O)Nc2cccnc2)o1,LDIUORFGWOBQBG-UHFFFAOYSA-N,,1
CN(C)C(=C(C#N)C#N)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,BQKIPQPZNMJYLX-UHFFFAOYSA-N,,1
O=[N+]([O-])c1ccc(C2CCCC/C2=N\OCc2cccc(F)c2)c([N+](=O)[O-])c1,ANSRACCRAIQCOC-DYTRJAOYSA-N,,1
c1ccc(CCSc2nccn2-c2ccccc2)cc1,VARJAHYAMWUYFI-UHFFFAOYSA-N,,1
COc1ccccc1NC(=O)c1nn(-c2cccc(C(F)(F)F)c2)ccc1=O,SBEWRLYITXTMHP-UHFFFAOYSA-N,,1
O=C(c1ccc(C(F)(F)F)cc1)c1c[nH]c(C(=O)NCCCn2ccnc2)c1,NWEWFRLHSVYANW-UHFFFAOYSA-N,,1
Cc1ccc(C(=O)OCCc2c(C)[nH]n(-c3ccccc3)c2=O)cc1,PNRJHSVXGVENLZ-UHFFFAOYSA-N,,1
O=S(=O)(c1ccccc1)c1cnc(-c2cccnc2)nc1-c1ccc(Cl)cc1Cl,KXQAMZHBIPOVCW-UHFFFAOYSA-N,,1
O=C(C[S+]([O-])c1cccc(Cl)c1)Nc1ccccc1Cl,ZPIYXMALYYITQH-UHFFFAOYSA-N,,1
COc1ccc(Cn2c(SCc3ccccc3C)nc3cc(OC)c(OC)cc3c2=N)cc1,WBZYJUTYGQVPOY-UHFFFAOYSA-N,,1
NC(=O)C1(NC(=O)C2CC3(CC(c4cccc(NC(=O)C5CCC(=O)N5)c4)=NO3)CN2C(=O)Cc2ccc(Cl)cc2)CC1,IVGQHWMDHKVUFD-UHFFFAOYSA-N,,1
O=C(Nc1ccc(Cl)cc1)OC(CN1CCCCC1)C(F)(F)F,CKBUUYNZCZQIKU-UHFFFAOYSA-N,,1
Clc1ccc(CSc2nnc(-c3sccc3-n3cccc3)o2)cc1,BIWVOIIPQBQERK-UHFFFAOYSA-N,,1
Cc1ccc(Nc2nc(-c3sc(NC(=O)c4ccc([N+](=O)[O-])cc4)nc3C)cs2)cc1,LINNYWBMZYWEBU-UHFFFAOYSA-N,,1
N#Cc1c(Cl)cccc1-n1ccnc1,YHOLVZHNEDDOJS-UHFFFAOYSA-N,,1
COc1ccc(N(Cc2c(C(F)(F)F)nn(C)c2Cl)S(=O)(=O)c2ccc(C)cc2)cc1,PTRQSLKDEWAXJO-UHFFFAOYSA-N,,1
Cc1[nH]n(-c2ccccc2)c(=O)c1CCOC(=O)c1cccc(C(F)(F)F)c1,UHFBUDYPJNXILO-UHFFFAOYSA-N,,1
Cc1oc(=O)c(NC(=O)c2ccccc2)cc1C(=O)c1ccccc1,OECHXMGVPRCCIN-UHFFFAOYSA-N,,1
Cc1nc(NC(=O)c2ccccc2)sc1-c1csc(Nc2cccc(F)c2)n1,ZHFZNSQNUXYTGP-UHFFFAOYSA-N,,1
Cc1ccccc1CSc1nccn1-c1ccccc1,DESKGGSHOSSBBQ-UHFFFAOYSA-N,,1
Cc1ccc2oc(-c3cccc(NC(=S)NC(=O)/C=C/c4ccco4)c3)nc2c1,LCXAYPBAORTTBI-CSKARUKUSA-N,,1
Cn1cccc1/C=N/NC(=O)c1sc2ccccc2c1Cl,NTDQXUAJFQMTIU-RQZCQDPDSA-N,,1
Cc1ccc(-c2nc3ccccc3s2)cc1NC(=S)NC(=O)/C=C/c1ccco1,MKMBWHTYCKGOSU-ZHACJKMWSA-N,,1
COC(=O)CNC(c1ccccc1Cl)c1cc(Br)ccc1NC(=O)CCN1CCOCC1,CZVMEYOPRBGLDF-UHFFFAOYSA-N,,1
CC(=O)NC1C(OCCOc2ccc(Cl)cc2Cl)OC(COC(C)=O)C(OC(C)=O)C1OC(C)=O,ALDVCNIWGUAYRR-UHFFFAOYSA-N,,1
Cc1cc(=O)c(C=NNc2cccc(Cl)c2)c(O)o1,GADAGPUCBQUZNV-UHFFFAOYSA-N,,1
Cc1cc(NC(=S)Nc2ccccc2)ccc1Br,RWDRODJHICCTIX-UHFFFAOYSA-N,,1
O=C(CSc1ccc(Cl)cc1)N1CCN(c2ccc(Cl)cc2[N+](=O)[O-])CC1,OFOGKCYSAVPKFA-UHFFFAOYSA-N,,1
Cc1nn(Cc2ccccc2Cl)c(C)c1NC(=O)CCCn1nc(C)c([N+](=O)[O-])c1C,LZFYNJCRHCGZIV-UHFFFAOYSA-N,,1
COc1ccccc1C1=NOC(COC(=O)c2ccc3ccccc3n2)C1,CHCAVISBWJCKDP-UHFFFAOYSA-N,,1
Cc1cccc(C)c1OC1(c2ccccc2)OC(=O)c2ccccc21,QDIBROZJVKGXOA-UHFFFAOYSA-N,,1
COc1cc(/C=N/NC(=O)c2cccnc2)ccc1OC(=O)c1ccco1,HDVJJSVOZUJWOG-SRZZPIQSSA-N,,1
CCOC(=O)c1c(NC(=O)/C=C/c2ccc3c(c2)OCO3)sc(C)c1CC,MUSIUABUSKETPW-VQHVLOKHSA-N,,1
C/C(=N\N=C(c1ccccc1)c1ccccc1)c1cccs1,HULVSJVSDJNHLL-HMMYKYKNSA-N,,1
COc1ccc(N(CC(=O)NN=C2CCCC2)S(=O)(=O)c2ccccc2)cc1,GUORXOHZPNDAMP-UHFFFAOYSA-N,,1
O=c1c(-c2nc3ccccc3s2)cccn1Cc1ccc(Cl)cc1,NJBQVRBAOLADEO-UHFFFAOYSA-N,,1
CN1CC(c2ccccc2Cl)C2(COc3ccccc3C2=O)C12C(=O)Nc1ccccc12,OXKPSTZIEWTELD-UHFFFAOYSA-N,,1
CN(C)S(=O)(=O)Oc1ccc(Cl)cc1C(=O)Nc1cccc(C(F)(F)F)c1,YEKYYALHJMQDRC-UHFFFAOYSA-N,,1
COc1cccc(N=Cc2c[nH][nH]c2=O)c1,UCDDICLHFYMDKK-UHFFFAOYSA-N,,1
COc1cc(O)oc1C=Nc1ccc(Cl)cc1,DMTNUEPSHFRLAV-UHFFFAOYSA-N,,1
O=C(Nc1cccc2[nH]ncc12)c1ccc(F)cc1,VARLAVNRBMFTAD-UHFFFAOYSA-N,,1
COc1cccc(-c2cc(C(F)(F)F)n3ncc(S(=O)(=O)c4ccccc4)c3n2)c1,BYIOHCMQONTNDU-UHFFFAOYSA-N,,1
O=C1C2=C(N=C3CCCC(=O)C3C2c2ccc(Cl)cc2)c2ccccc21,JNBXJGNLQFLKOC-UHFFFAOYSA-N,,1
O=C(CSCc1cccc(Cl)c1)N/N=C/c1ccc(OCC(=O)N2CCCCC2)cc1,CUJCCQNWSXZLIF-AFUMVMLFSA-N,,1
COc1ccccc1C1=NOC(COc2ccc(Cl)c3cccnc23)C1,ODPBTEDVAPTAEU-UHFFFAOYSA-N,,1
CC(C)Nc1cc(N2CCCC2)ccc1[N+](=O)[O-],IEVVNYZLGHKOGD-UHFFFAOYSA-N,,1
Cc1cccc(C(=O)N/N=C/c2ccc(OCC(=O)N3CCCCC3)cc2)c1,WRVGYXMXJQRLMY-HZHRSRAPSA-N,,1
COc1ccc(N(CC(=O)N/N=C/c2cccs2)S(=O)(=O)c2ccc(OC)c(OC)c2)cc1,QJTIDIBDJABQOF-OEAKJJBVSA-N,,1
O=[N+]([O-])c1ccc(C2C3C(c4ccccc4)=NC4(CCCCC4)N32)cc1,JCCUFLGXQUXPLE-UHFFFAOYSA-N,,1
Cc1ccc(S(=O)(=O)NC(CC(C)C)C(=O)Oc2ccc3c4c(c(=O)oc3c2)CCC4)cc1,DFDYEYULIXRTID-UHFFFAOYSA-N,,1
COc1ccc(CC(=NC(=O)c2ccccc2)C(=O)NN=Cc2ccncc2)cc1,JUFXFSHOMLQZNF-UHFFFAOYSA-N,,1
CCc1nnc(NS(=O)(=O)c2ccc(N=Cc3c(C)[nH]n(-c4ccc(C)cc4)c3=O)cc2)s1,VETFGICUBCYPMX-UHFFFAOYSA-N,,1
O=C1Nc2ccc([N+](=O)[O-])cc2C1(O)N1CCCCCC1,IJKZPJDBFDPZMA-UHFFFAOYSA-N,,1
CCn1c(COc2ccccc2)nnc1SCC(=O)c1cccc([N+](=O)[O-])c1,ADZYJHMZOKZOSJ-UHFFFAOYSA-N,,1
CC(c1ccc(F)cc1)n1c(-c2ccc3ccccc3n2)n[nH]c1=S,CMDDTZPPUGICBW-UHFFFAOYSA-N,,1
CCCCOc1ccc(C(=O)N=C(Cc2cccc([N+](=O)[O-])c2)C(=O)OCCC)cc1,HTDXQALDZIYPJB-UHFFFAOYSA-N,,1
O=C(OCc1ccccc1)C(Cc1ccc(Cl)cc1)=NC(=O)c1ccccc1Cl,YFWVXUNMRCPRBS-UHFFFAOYSA-N,,1
COc1ccc2c(c1)nc(SCC(=O)c1ccc(Br)s1)n2C,KYWBSXBSDBEGKE-UHFFFAOYSA-N,,1
COc1ccccc1OCCCOc1ccc([N+](=O)[O-])cc1Cl,JNAVDENGXQNECA-UHFFFAOYSA-N,,1
Cc1c(Br)c([N+](=O)[O-])nn1C(C)C(=O)Nc1nccs1,VOVDBCMWGXKLHQ-UHFFFAOYSA-N,,1
Cc1nn(C(C)C(=O)Nc2sc3c(c2C#N)CCCC3)c(C)c1[N+](=O)[O-],LNYQUYPXZBOLJO-UHFFFAOYSA-N,,1
CC(=O)c1cccc(NS(=O)(=O)c2ccc(N=CCC(=O)c3ccc(F)cc3)cc2)c1,JBIZOAMJGXHFEX-UHFFFAOYSA-N,,1
Cc1snc(SCC(=O)NN=C(N)COc2cccc(C(F)(F)F)c2)c1C#N,HMHHVRARCAPWJI-UHFFFAOYSA-N,,1
O=C(COc1cccc2ccccc12)NNC(=O)c1cccs1,LHJSMTYZGBUFPY-UHFFFAOYSA-N,,1
NS(=O)(=O)c1ccc(NCc2ccccc2OCc2ccccc2F)cc1,CJNRJNMFHHUHLP-UHFFFAOYSA-N,,1
COc1cccc(CNCCc2c[nH]c3ccccc23)c1OCc1ccccc1F,GWHJFGPDVLVBPL-UHFFFAOYSA-N,,1
CCOC(=O)C1C(COc2ccc(F)cc2Cl)=NC(=O)NC1c1cc(C)ccc1C,AUUZEFXEYGEXJX-UHFFFAOYSA-N,,1
N=C(NOC(=O)Cc1ccc(Cl)cc1)c1cccnc1,UCEJNSFVFURQLO-UHFFFAOYSA-N,,1
Nc1c(-c2cccs2)cnn1-c1nc(-c2ccc(F)cc2)cs1,FQJNMUIRHGOAFE-UHFFFAOYSA-N,,1
COc1ccc(/C=C2\CCCC3C2=NN(C(=O)c2ccco2)C3c2ccc(OC)c(OC)c2)cc1OC,BSCATFIPBFAAQT-XDJHFCHBSA-N,,1
COc1ccc(C(=O)N/N=C/c2cccc3cccnc23)cc1,UBFQNXKUFVAOGC-UDWIEESQSA-N,,1
COc1cc(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc(OC)c1OC,MPNVVPNTXHUFJK-UHFFFAOYSA-N,,1
O=C(NCc1cccnc1)/C(=C/c1ccc(-c2cccc(Cl)c2)o1)S(=O)(=O)c1ccccc1,BPFNSELFCTXMPT-IWIPYMOSSA-N,,1
Cc1ccc(C(=O)N=C(Cc2ccc(Br)cc2)c2n[nH]c(=S)[nH]2)cc1,LEHPVCWGPMMSBZ-UHFFFAOYSA-N,,1
N=C(Cc1ccc([N+](=O)[O-])cc1)NOC(=O)COc1cccc2ccccc12,VRLSGEDZDKHACO-UHFFFAOYSA-N,,1
Cc1ccc(C(=O)Nc2ccc(Cc3ccncc3)cc2)cc1[N+](=O)[O-],GYZIJDSQMMANKN-UHFFFAOYSA-N,,1
CCN(CC)c1ccc(C=NN2CCN(Cc3ccc(C)cc3)CC2)c(O)c1,VODVJMAXABFWMF-UHFFFAOYSA-N,,1
Cc1nn(C(C)C(=O)Nc2ccc(Cl)cn2)c(C)c1[N+](=O)[O-],KHTMMUKDPISEOV-UHFFFAOYSA-N,,1
CCOC(=O)c1c(NC(=O)Cn2cc([N+](=O)[O-])cn2)sc2c1CCC2,POVBSAUKZRXNRS-UHFFFAOYSA-N,,1
CCCCOc1ccc(C(=O)N=C(Cc2ccc(OC)cc2)C(=O)OCc2ccco2)cc1,NIMXQVCEVYOWTA-UHFFFAOYSA-N,,1
COc1ccccc1NC(=O)Cn1cncc1-c1ccc([N+](=O)[O-])cc1,HQPREYZRDUOZHK-UHFFFAOYSA-N,,1
CCc1cccc(C)c1NC(=O)CSc1nc2ccc(N3C(=O)c4ccccc4C3=O)cc2s1,JNDJJCRJWYFESD-UHFFFAOYSA-N,,1
COc1ccccc1/C=C/C=N/N1CCN(Cc2ccc(Cl)cc2)CC1,QDJVJUVBFIVVQW-KUZNRIHWSA-N,,1
COC(=O)c1cc(NS(=O)(=O)c2ccc(N3CCCCCC3)c([N+](=O)[O-])c2)cc(C(=O)OC)c1,CVOORRKGTBHGFO-UHFFFAOYSA-N,,1
CC(C)(C)c1ccc(COC(=O)CNC(=O)CNC(=O)Cc2ccccc2)cc1,KJWKLZJQULLXEC-UHFFFAOYSA-N,,1
CC(C)(C)c1ccc(OCC(=O)NNC(=O)Cc2cccs2)cc1,IDWBHALQTHQDTO-UHFFFAOYSA-N,,1
CC(O)(CS(=O)(=O)Cc1ccccc1Cl)C(=O)Nc1cccc(C(F)(F)F)c1,VQWPRXZMQLMWTL-UHFFFAOYSA-N,,1
Nc1nc(Br)c2c(F)cccc2c1-c1ccccc1,XBSXHYZDANRNJE-UHFFFAOYSA-N,,1
Nc1nc(Br)c2c(F)cccc2c1-c1ccc(F)cc1,XOKMVGNSLZHCLO-UHFFFAOYSA-N,,1
CC(O)(CS(=O)(=O)c1cccc(C(F)(F)F)c1)C(=O)Nc1ccc(C(F)(F)F)cc1,VPBGAJIPGACAOS-UHFFFAOYSA-N,,1
O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl,XZCBMBTUYMYVPQ-UHFFFAOYSA-N,,1
O=Nc1c(O)n(Cc2ccc(Cl)c(Cl)c2)c2ccccc12,YTQXXHALWAQGSY-UHFFFAOYSA-N,,1
CCOC(=O)C1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(CC(=O)OC)ccc2O1,XBWQDTPRXVHDRY-UHFFFAOYSA-N,,1
O=C1C2CCCN2c2ccc(S(=O)(=O)N3CCOCC3)cc2N1Cc1cccc(C(F)(F)F)c1,GCUZZESXKVAPOO-UHFFFAOYSA-N,,1
Cc1ccc(C)c(CN2C(=O)C3CCCN3c3ccc(S(=O)(=O)N4CCOCC4)cc32)c1,KDJPTYOZXPFBDX-UHFFFAOYSA-N,,1
CN(C)S(=O)(=O)Oc1ccsc1C(=O)Nc1cccc(Cl)c1,CHPCYGXMUWOUBN-UHFFFAOYSA-N,,1
COC(=O)c1ccc(Sc2ccccc2NS(=O)(=O)c2ccc(C)cc2)nc1,JPQRERFEGCTQDG-UHFFFAOYSA-N,,1
O=S(=O)(c1ccc(F)cc1)n1ccc(-c2cnc(-c3ccccc3)s2)n1,KYIWXQOFAPTVCE-UHFFFAOYSA-N,,1
Cc1ccc(-c2csc(Cc3nc(-c4cc5ccccc5oc4=O)cs3)n2)cc1,VNBFIYLSKXPSFD-UHFFFAOYSA-N,,1
C#CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,IDFWJCUNWVMQIL-UHFFFAOYSA-N,,1
Cc1ccc2nc(NC(=O)CSCC(=O)OCC(=O)c3ccc(Br)cc3)sc2c1,LBIRYDZOCOFCRU-UHFFFAOYSA-N,,1
CC(O)(CS(=O)(=O)Cc1ccc(Cl)cc1)C(=O)Nc1cccc(C(F)(F)F)c1,MJIOXURBVHAXRI-UHFFFAOYSA-N,,1
Cc1ccc(Sc2ncccc2COC(=O)Nc2ccccc2C)cc1,OEYDJZHNQNTOCC-UHFFFAOYSA-N,,1
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1sccc1C,YFKQZRPELFJXIE-UHFFFAOYSA-N,,1
COc1cccc(N(C(=O)Cn2nnc(-c3cccs3)n2)C(C(=O)NC2CCCCC2)c2ccncc2)c1,NPCPEIWFFUUFSZ-UHFFFAOYSA-N,,1
CCc1ccc(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NCCC(C)C)c2c[nH]c3ccccc23)cc1,QQEJDBCSEDUMQR-UHFFFAOYSA-N,,1
CCOc1ccc(-n2c(O)cs/c2=N/NC(=O)COc2ccc3ccccc3c2)cc1,KGICGXWJMXBVLI-WJTDDFOZSA-N,,1
Cc1ccc(N=C2Sc3nc4cc(C)cc(C)c4cc3CN2CCN2CCOCC2)cc1,CHGRYVDOMCDAOT-UHFFFAOYSA-N,,1
Cc1ccc(C(=O)NNC(=O)CSc2nnc3c(n2)[nH]c2ccc(F)cc23)cc1,ZYESNEPSHICSBX-UHFFFAOYSA-N,,1
Cc1ccc(C)c(NC(=O)C2(C)CC3c4ccccc4C2c2ccccc23)c1,QSCPGBISISMWAN-UHFFFAOYSA-N,,1
O=c1c(-c2nc3ccccc3s2)cccn1Cc1ccccc1,VJNANIFGAGIJST-UHFFFAOYSA-N,,1
CC(=O)Nc1ccc(NC(=O)Cn2c(-c3ccc(F)cc3)cnc2SCC(=O)Nc2c(C)cccc2C)cc1,DRPADJNVZJHVKA-UHFFFAOYSA-N,,1
Cc1cc(C)cc(-n2nnnc2SCC(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)c1,OEDATEZOPZOFFJ-UHFFFAOYSA-N,,1
O=C(Nc1ncc(Cc2cc(Cl)ccc2Cl)s1)c1ccc([N+](=O)[O-])cc1,IAHTYMSKHYMGBZ-UHFFFAOYSA-N,,1
Cc1cccc(NC(=S)N/N=C/c2ccc([N+](=O)[O-])s2)c1,LDIYKAIBQSIQBY-RIYZIHGNSA-N,,1
COc1ccc2c(c1)C(c1ccc([N+](=O)[O-])cc1)=NN=C(c1ccco1)N2,SYWBATJPLOHMPT-UHFFFAOYSA-N,,1
C=CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,KSLXVWYPTSZVGP-UHFFFAOYSA-N,,1
Cc1ccc(NC(=O)C(Cc2ccc([N+](=O)[O-])cc2)=NC(=O)c2ccccc2)cc1,WSHIGYOQLAOTRT-UHFFFAOYSA-N,,1
CNc1cc(CSC)nc(SCc2ccc(Cl)c(Cl)c2)n1,SENQIAANEOEPOQ-UHFFFAOYSA-N,,1
COc1ccc(S(=O)(=O)n2ccc(-c3cnc(-c4ccccc4)s3)n2)cc1,CRVPYKQWIRPDDN-UHFFFAOYSA-N,,1
Cc1ccc(S(=O)(=O)c2c(C)cc(-c3ccccc3)[nH]c2=O)cc1,ZDRRIIAGJMNWPS-UHFFFAOYSA-N,,1
O=C(O)c1ccccc1C(=O)NNc1ccc(Cl)cc1,KXQHIZGCDPQHSO-UHFFFAOYSA-N,,1
CN(C)S(=O)(=O)Oc1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1,XDPNBVPBVXOPDE-UHFFFAOYSA-N,,1
COc1cc(O)oc1C=Nc1ccc(C(F)(F)F)cc1,FTKNFMTVLPDLDJ-UHFFFAOYSA-N,,1
Cc1cc(-c2sccc2C)nc(-n2cccc2)n1,NMCDVFXNBKEWCH-UHFFFAOYSA-N,,1
Cc1nn(C)c(Cl)c1NC(=O)OCc1ccc(Cl)cc1Cl,HLYZKMCHUPJAEN-UHFFFAOYSA-N,,1
O=C(O)c1ccccc1C(=O)NNc1ccc(F)cc1,NVOSYLGKHYETHC-UHFFFAOYSA-N,,1
CS(=O)(=O)N1CC(C(=O)NC2CCCC2)Oc2ccc(Cl)cc21,YVJZBICPTAKKMA-UHFFFAOYSA-N,,1
CC(O)(CS(=O)(=O)c1cccc(C(F)(F)F)c1)C(=O)Nc1cccc(C(F)(F)F)c1,JAFBYMDKLNAJND-UHFFFAOYSA-N,,1
Nc1nc(Br)c2ccccc2c1-c1ccc(F)cc1,YMGDDURRPRLJCZ-UHFFFAOYSA-N,,1
O=c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cn1Cc1ccc(Cl)c(Cl)c1,MNPLIUSEUITYQS-UHFFFAOYSA-N,,1
CN(C)S(=O)(=O)Oc1cccc(C(=O)Nc2ccc(Cl)c(Cl)c2)c1,TYXPLGSWKHQTAV-UHFFFAOYSA-N,,1
C=CCNc1nc(SCC=C)nc2ccsc12,HQKDZYIVSFPCKJ-UHFFFAOYSA-N,,1
CN(C)S(=O)(=O)Oc1ccsc1C(=O)Nc1ccc(Cl)c(Cl)c1,FTEBNUHKCHOBIO-UHFFFAOYSA-N,,1
N#CCSc1sc(C#N)c(NC(=O)c2ccccc2)c1-c1ccccc1,JOCODXTYJXXHSR-UHFFFAOYSA-N,,1
C=CCNC(=S)Nc1ccc2nc(C)c(C)nc2c1,OYEYLQJEVNWXKX-UHFFFAOYSA-N,,1
O=C(NCCNS(=O)(=O)c1ccccc1Cl)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,UPGUJBJVCUXPOL-UHFFFAOYSA-N,,1
C=CCSc1nc(NC)c2sccc2n1,CNEBHCWOAZWJMP-UHFFFAOYSA-N,,1
CC(C)(C)c1ccc(C(=O)c2c[nH]c(C(=O)NCCCn3ccnc3)c2)cc1,DQOXDNAAMXCTPB-UHFFFAOYSA-N,,1
c1ccc2nc(-c3ccncc3)ccc2c1,KTDMTKZWKXFJHS-UHFFFAOYSA-N,,1
CC(O)(CS(=O)(=O)c1ccccc1)C(=O)Nc1cccc(C(F)(F)F)c1,YYLALWXEJOYRET-UHFFFAOYSA-N,,1
O=Nc1c(O)n(Cc2ccc(Cl)cc2)c2ccccc12,ZYKVVQSFNRWTTL-UHFFFAOYSA-N,,1
O=c1ccc(NS(=O)(=O)c2ccccc2)cn1Cc1ccc(Cl)c(Cl)c1,RIZHEPFCVROKLB-UHFFFAOYSA-N,,1
Cn1nc(C(F)(F)F)c(C(=O)Nc2ccc(F)cc2F)c1Sc1ccc(C(F)(F)F)cc1,JMPXGMYPMGZGOG-UHFFFAOYSA-N,,1
Cc1ccc(S(=O)(=O)Nc2ccc(=O)n(Cc3ccc(Cl)c(Cl)c3)c2)cc1,QDFYVVNIMWRVJO-UHFFFAOYSA-N,,1
CN(C)S(=O)(=O)Oc1ccsc1C(=O)Nc1ccc(Cl)cc1,CEQVFOSJISSDJR-UHFFFAOYSA-N,,1
c1ccc(Cc2nnc(Sc3ccccc3)c3ccccc23)cc1,PFCZWSUYQWSCDQ-UHFFFAOYSA-N,,1
COc1ccccc1COC(=O)Nc1c(C)nn(C)c1Cl,HWCNHIWNASVYTG-UHFFFAOYSA-N,,1
CN1CC(c2ccccc2)C2(COc3ccccc3C2=O)C12C(=O)Nc1ccccc12,QHOFUTURFHYTTR-UHFFFAOYSA-N,,1
COC(=O)c1sccc1NC(=O)CSc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1,WEAFUVMMNSMLJL-UHFFFAOYSA-N,,1
Nc1nc(Br)c2c(F)cccc2c1-c1ccc(Cl)cc1,BOFIIENWQLWQQA-UHFFFAOYSA-N,,1
N#CC(c1ccc(Cl)cc1)(c1ncc(C(F)(F)F)cc1Cl)N1CCOCC1,TVFXRJMEJSHIOO-UHFFFAOYSA-N,,1
C=CCSc1nc(Oc2ccccc2)c2sccc2n1,ODNAHSRJQUKZJC-UHFFFAOYSA-N,,1
Cc1ccc(N=CC(C(=O)c2cccs2)C(=O)C(F)(F)F)cc1,BNCAGORCZPTMKK-UHFFFAOYSA-N,,1
